DeliveryDate,HourEnding,TotalCapGenRes,TotalCapLoadRes,OfflineAvailableMW,DSTFlag
02/15/2021,13:00,42157.6,1457,29666.4,N
02/15/2021,14:00,41885.1,1457,29658.6,N
02/15/2021,15:00,41777.9,1457,29645.6,N
02/15/2021,16:00,41633.1,1457,29644.7,N
02/15/2021,17:00,41580.8,1455.5,29272.5,N
02/15/2021,18:00,39217.5,1455.5,29278.1,N
02/15/2021,19:00,37707.3,1455.5,29286.6,N
02/15/2021,20:00,38214.1,1455.5,29307.5,N
02/15/2021,21:00,38913.5,1447.1,29316.9,N
02/15/2021,22:00,39135.3,1427.3,29706.4,N
02/15/2021,23:00,39638.2,1412.8,29717.6,N
02/15/2021,24:00,40091.4,1414.3,30024.9,N
02/16/2021,01:00,41741.4,1493.9,26047.5,N
02/16/2021,02:00,41978,1500.3,26053.5,N
02/16/2021,03:00,42221.6,1475.3,26057.3,N
02/16/2021,04:00,42373.4,1438.8,26064.2,N
02/16/2021,05:00,43449.6,1441.4,26067.1,N
02/16/2021,06:00,43511.8,1472.2,26066.5,N
02/16/2021,07:00,43627.9,1494.1,25665.4,N
02/16/2021,08:00,43586.3,1481.5,25660.6,N
02/16/2021,09:00,44592.8,1486.5,25646,N
02/16/2021,10:00,46393.5,1480,25618.3,N
02/16/2021,11:00,46747.7,1480,25965.2,N
02/16/2021,12:00,47353,1480,25933.6,N
02/16/2021,13:00,47982,1481.5,25925.9,N
02/16/2021,14:00,48063.8,1481.5,25899.6,N
02/16/2021,15:00,48155.1,1481.5,25879.6,N
02/16/2021,16:00,47853,1481.5,25838,N
02/16/2021,17:00,47861,1480,25464.3,N
02/16/2021,18:00,47139.3,1480,25460.6,N
02/16/2021,19:00,46218.1,1480,25468.2,N
02/16/2021,20:00,45839.1,1480,25487.4,N
02/16/2021,21:00,45584.4,1481.5,25495.9,N
02/16/2021,22:00,44766.5,1481.5,25877.3,N
02/16/2021,23:00,44356.1,1467,25881.9,N
02/16/2021,24:00,43755.4,1468.5,25923.3,N
02/17/2021,01:00,41430.3,1954.5,27448.4,N
02/17/2021,02:00,40872.6,1962,27446.9,N
02/17/2021,03:00,40418.8,1937,27451.8,N
02/17/2021,04:00,40441.1,1900.5,27458.2,N
02/17/2021,05:00,41815.6,1903.1,27463.8,N
02/17/2021,06:00,42245.9,1903.1,27463.6,N
02/17/2021,07:00,42810.2,1925,27075.2,N
02/17/2021,08:00,42618.4,1913.5,27070.2,N
02/17/2021,09:00,43194.2,1918.5,27060.9,N
02/17/2021,10:00,44091.3,1912,27033.2,N
02/17/2021,11:00,43924.8,1912,27375.1,N
02/17/2021,12:00,43900,1912,27339.4,N
02/17/2021,13:00,44369.9,1973.5,27316.3,N
02/17/2021,14:00,44635.1,1973.5,27301,N
02/17/2021,15:00,44847.3,1973.5,27289.8,N
02/17/2021,16:00,45096.8,1973.5,27280.7,N
02/17/2021,17:00,45548.4,1972,26910.6,N
02/17/2021,18:00,44810.3,1972,26915.5,N
02/17/2021,19:00,44464.7,1972,26930.1,N
02/17/2021,20:00,45127,1972,26962.2,N
02/17/2021,21:00,45766.3,1973.5,26983.6,N
02/17/2021,22:00,45627.9,1973.5,27381.7,N
02/17/2021,23:00,45526.5,1959,27400.6,N
02/17/2021,24:00,45409.9,1960.5,27444.1,N
02/18/2021,01:00,42255.9,2012.5,30486.9,N
02/18/2021,02:00,42765.8,2020,30499.2,N
02/18/2021,03:00,43991.9,1995,29826.6,N
02/18/2021,04:00,44277.7,1958.5,29837.6,N
02/18/2021,05:00,45235,1961.1,29848.2,N
02/18/2021,06:00,45538.6,1961.1,29571.8,N
02/18/2021,07:00,45238.9,1983,29556.7,N
02/18/2021,08:00,44850.7,1971.5,29558.3,N
02/18/2021,09:00,46232.5,1976.5,29546.1,N
02/18/2021,10:00,48102.4,1970,29510.8,N
02/18/2021,11:00,47780.1,1970,29466.8,N
02/18/2021,12:00,47009,1970,29423.3,N
02/18/2021,13:00,46731.4,1971.5,29389.6,N
02/18/2021,14:00,46629,1971.5,29366.4,N
02/18/2021,15:00,46680.3,1971.5,29345.5,N
02/18/2021,16:00,46645.9,1971.5,29331,N
02/18/2021,17:00,46175.6,1970,29335.2,N
02/18/2021,18:00,43400.5,1970,29352.2,N
02/18/2021,19:00,41555.5,1970,29375.3,N
02/18/2021,20:00,42415.7,1970,29408.5,N
02/18/2021,21:00,43524.8,1971.5,29437.7,N
02/18/2021,22:00,44735.1,1971.5,29463.1,N
02/18/2021,23:00,46002.1,1957,29485.5,N
02/18/2021,24:00,47190.9,1958.5,29524.9,N
    
