DeliveryDate,HourEnding,TotalCapGenRes,TotalCapLoadRes,OfflineAvailableMW,DSTFlag
02/16/2021,01:00,45341.6,1428.8,27469.5,N
02/16/2021,02:00,45976.1,1428.8,27477.6,N
02/16/2021,03:00,46375.4,1403.8,27477.6,N
02/16/2021,04:00,46675.7,1371.8,27482.7,N
02/16/2021,05:00,46925,1371.8,27488.4,N
02/16/2021,06:00,47129.9,1401.5,27491.2,N
02/16/2021,07:00,47568.6,1414.5,27118.6,N
02/16/2021,08:00,47756.1,1414.5,27113.6,N
02/16/2021,09:00,48487,1414.5,27101.2,N
02/16/2021,10:00,49499.4,1414.5,27281.5,N
02/16/2021,11:00,49936.4,1414.5,27636.1,N
02/16/2021,12:00,50602.2,1414.5,27606.3,N
02/16/2021,13:00,50875.1,1414.5,27594.7,N
02/16/2021,14:00,50947.3,1414.5,27631,N
02/16/2021,15:00,50710.9,1414.5,27719.2,N
02/16/2021,16:00,50464.3,1414.5,27708.3,N
02/16/2021,17:00,50437.1,1414.5,27341.2,N
02/16/2021,18:00,49610.6,1414.5,27286.5,N
02/16/2021,19:00,48916.2,1414.5,27184.6,N
02/16/2021,20:00,48427.5,1414.5,27201.1,N
02/16/2021,21:00,47713.4,1414.5,27207.4,N
02/16/2021,22:00,46350.2,1414.5,27635.3,N
02/16/2021,23:00,45386.6,1401.5,27744.6,N
02/16/2021,24:00,44425.8,1401.5,28011.3,N
02/17/2021,01:00,42036.3,1878.5,30485.9,N
02/17/2021,02:00,41645.4,1878.5,30490.5,N
02/17/2021,03:00,41246.9,1853.5,30495.1,N
02/17/2021,04:00,40975.4,1821.5,30501.6,N
02/17/2021,05:00,40771.8,1821.5,30510.3,N
02/17/2021,06:00,40633.3,1821.5,30516,N
02/17/2021,07:00,40920.4,1834.5,30121.5,N
02/17/2021,08:00,40869.3,1834.5,30115.9,N
02/17/2021,09:00,41426.5,1834.5,30103.9,N
02/17/2021,10:00,42366.4,1834.5,30255.6,N
02/17/2021,11:00,42653.2,1834.5,30593.7,N
02/17/2021,12:00,43109.6,1834.5,30565.7,N
02/17/2021,13:00,43871.7,1894.5,30546.6,N
02/17/2021,14:00,44020.6,1894.5,30530.4,N
02/17/2021,15:00,43877.4,1894.5,30520.6,N
02/17/2021,16:00,44223.8,1894.5,30512.1,N
02/17/2021,17:00,44653.3,1894.5,30139.6,N
02/17/2021,18:00,43914,1894.5,30148.5,N
02/17/2021,19:00,43523,1894.5,30155.8,N
02/17/2021,20:00,44062.7,1894.5,30184.3,N
02/17/2021,21:00,44566.2,1894.5,30205.3,N
02/17/2021,22:00,44627.6,1894.5,30596.5,N
02/17/2021,23:00,45041.9,1881.5,30617.5,N
02/17/2021,24:00,45491,1881.5,30655.5,N
02/18/2021,01:00,46035.7,1921.5,33665.8,N
02/18/2021,02:00,46425.7,1921.5,33682.9,N
02/18/2021,03:00,47431.2,1896.5,33007,N
02/18/2021,04:00,47884.8,1864.5,33042.1,N
02/18/2021,05:00,48458.4,1864.5,33055.1,N
02/18/2021,06:00,49287.6,1864.5,32785.4,N
02/18/2021,07:00,49545.7,1877.5,32771.5,N
02/18/2021,08:00,49716.1,1877.5,32768.3,N
02/18/2021,09:00,51513.9,1877.5,32757.9,N
02/18/2021,10:00,53986.3,1877.5,32724.4,N
02/18/2021,11:00,53890.6,1877.5,32679.6,N
02/18/2021,12:00,53284.7,1877.5,32608.5,N
02/18/2021,13:00,53056.9,1877.5,32719,N
02/18/2021,14:00,52982.1,1877.5,32693.6,N
02/18/2021,15:00,52997.6,1877.5,32675.1,N
02/18/2021,16:00,52560.8,1877.5,32660.9,N
02/18/2021,17:00,51266.8,1877.5,32661.4,N
02/18/2021,18:00,47615.2,1877.5,32669.5,N
02/18/2021,19:00,44563.9,1877.5,32693.6,N
02/18/2021,20:00,43935.4,1877.5,32734.9,N
02/18/2021,21:00,43552,1877.5,32771,N
02/18/2021,22:00,43491.9,1877.5,32824.8,N
02/18/2021,23:00,43764.3,1864.5,32844.5,N
02/18/2021,24:00,44037,1864.5,32891.5,N
02/19/2021,01:00,42113.1,1921.5,30609,N
02/19/2021,02:00,42438.7,1921.5,30617.7,N
02/19/2021,03:00,43459.9,1896.5,29936.7,N
02/19/2021,04:00,43976.5,1864.5,29942.4,N
02/19/2021,05:00,44665.6,1864.5,29950.1,N
02/19/2021,06:00,45638.8,1864.5,29664,N
02/19/2021,07:00,46218.9,1877.5,29643.5,N
02/19/2021,08:00,46974.2,1877.5,29634.7,N
02/19/2021,09:00,49673.8,1877.5,29607,N
02/19/2021,10:00,52679.8,1877.5,29560.8,N
02/19/2021,11:00,53402.7,1877.5,29474.1,N
02/19/2021,12:00,53738.5,1877.5,29405.2,N
02/19/2021,13:00,54775.7,1877.5,29090.7,N
02/19/2021,14:00,55377.5,1877.5,29043.8,N
02/19/2021,15:00,55472.7,1877.5,29274.1,N
02/19/2021,16:00,56147.1,1877.5,29260.8,N
02/19/2021,17:00,56317.5,1877.5,29265.2,N
02/19/2021,18:00,54145.3,1877.5,29293.6,N
02/19/2021,19:00,52433.2,1877.5,29326.8,N
02/19/2021,20:00,52797.9,1877.5,29374.2,N
02/19/2021,21:00,53403.2,1877.5,29412.8,N
02/19/2021,22:00,53911.1,1877.5,29434.8,N
02/19/2021,23:00,54412.5,1864.5,29452.7,N
02/19/2021,24:00,55165.3,1864.5,29498.5,N
    
