DeliveryDate,HourEnding,TotalCapGenRes,TotalCapLoadRes,OfflineAvailableMW,DSTFlag
02/13/2021,06:00,37182.4,1895.2,31929.5,N
02/13/2021,07:00,37706.6,1927.2,31867.1,N
02/13/2021,08:00,37938.3,1925.7,31877.5,N
02/13/2021,09:00,38056.5,1913.1,31871.2,N
02/13/2021,10:00,38338.8,1920.6,31882.4,N
02/13/2021,11:00,38426,1913.6,31856.7,N
02/13/2021,12:00,38541,1913.6,31850.8,N
02/13/2021,13:00,39093.9,1913.6,31840.8,N
02/13/2021,14:00,39113.2,1688.6,31832.5,N
02/13/2021,15:00,39088.9,1688.1,31817.2,N
02/13/2021,16:00,39105.7,1688.1,31816.4,N
02/13/2021,17:00,39036.9,1697.6,31813.3,N
02/13/2021,18:00,38657.1,1697.6,31819.9,N
02/13/2021,19:00,38284.4,1911.6,31832,N
02/13/2021,20:00,38159.1,1906.6,31862.3,N
02/13/2021,21:00,38004.8,1913.1,31883,N
02/13/2021,22:00,37846.3,1911.6,31900.7,N
02/13/2021,23:00,37373,1885.8,32202.9,N
02/13/2021,24:00,37101.8,1884.8,32251,N
02/14/2021,01:00,34801.2,1935.8,33779.6,N
02/14/2021,02:00,34921.9,1941.9,33796.6,N
02/14/2021,03:00,35144.5,1942.8,33804.4,N
02/14/2021,04:00,35287.4,1898.2,33809.5,N
02/14/2021,05:00,36360.3,1894.3,33821.4,N
02/14/2021,06:00,36699.5,1895.2,33825.3,N
02/14/2021,07:00,37269.5,1927.2,33793.8,N
02/14/2021,08:00,38303.6,1925.7,33249.3,N
02/14/2021,09:00,38888.5,1913.1,33237.6,N
02/14/2021,10:00,39626.7,1920.6,33180.9,N
02/14/2021,11:00,40218.4,1913.6,33144.6,N
02/14/2021,12:00,40752.6,1913.6,33123.8,N
02/14/2021,13:00,41202.7,1913.6,33104.3,N
02/14/2021,14:00,41632.6,1688.6,33078.4,N
02/14/2021,15:00,42026.5,1688.1,33063.9,N
02/14/2021,16:00,42096.6,1688.1,33055.4,N
02/14/2021,17:00,42157.3,1697.6,33064,N
02/14/2021,18:00,41922.1,1697.6,33069.3,N
02/14/2021,19:00,41732.6,1911.6,33083.8,N
02/14/2021,20:00,41812.1,1906.6,33109.2,N
02/14/2021,21:00,41831,1913.1,33126.9,N
02/14/2021,22:00,41411.6,1911.6,33148.1,N
02/14/2021,23:00,40402.7,1885.8,33448.1,N
02/14/2021,24:00,39542.7,1884.8,33764,N
02/15/2021,01:00,41780.6,1922.8,33494.9,N
02/15/2021,02:00,41187.1,1928.9,33509,N
02/15/2021,03:00,40564.7,1929.8,33526.5,N
02/15/2021,04:00,41068.9,1885.2,33541,N
02/15/2021,05:00,41814,1881.3,33559.8,N
02/15/2021,06:00,41455.2,1882.2,33571.6,N
02/15/2021,07:00,40854.9,1914.2,33544.6,N
02/15/2021,08:00,40433.5,1912.7,33547.8,N
02/15/2021,09:00,42226.7,1900.1,33547.5,N
02/15/2021,10:00,44620.7,1907.6,33536.8,N
02/15/2021,11:00,44938.6,1900.6,33517.9,N
02/15/2021,12:00,44751.9,1900.6,33501.5,N
02/15/2021,13:00,44514,1900.6,33487.4,N
02/15/2021,14:00,43877.5,1675.6,33472.5,N
02/15/2021,15:00,43360.5,1675.1,33449,N
02/15/2021,16:00,42632.2,1675.1,33442.9,N
02/15/2021,17:00,41768.4,1684.6,33448.4,N
02/15/2021,18:00,39243.9,1684.6,33450.5,N
02/15/2021,19:00,37363.4,1898.6,33469.7,N
02/15/2021,20:00,37549.1,1893.6,33492.7,N
02/15/2021,21:00,38201.7,1900.1,33508.3,N
02/15/2021,22:00,37378.4,1898.6,33524.6,N
02/15/2021,23:00,37290.9,1872.8,33815,N
02/15/2021,24:00,37157.8,1871.8,33868.7,N
02/16/2021,01:00,34192.4,1904.8,31027.3,N
02/16/2021,02:00,33948.3,1910.9,31037.3,N
02/16/2021,03:00,34012.8,1911.8,31042.3,N
02/16/2021,04:00,34269.2,1867.2,31048.4,N
02/16/2021,05:00,35626.7,1863.3,31054.3,N
02/16/2021,06:00,36025.8,1864.2,31054.5,N
02/16/2021,07:00,36255.9,1896.2,31029.2,N
02/16/2021,08:00,36468.9,1894.7,31021.6,N
02/16/2021,09:00,38042.5,1882.1,31003.1,N
02/16/2021,10:00,40397.7,1889.6,30967.5,N
02/16/2021,11:00,41225.3,1882.6,30926.9,N
02/16/2021,12:00,41725.4,1882.6,30886,N
02/16/2021,13:00,42140.5,1882.6,30859,N
02/16/2021,14:00,42576.9,1657.6,30800.1,N
02/16/2021,15:00,43030.2,1657.1,30767.9,N
02/16/2021,16:00,43374.8,1657.1,30748.5,N
02/16/2021,17:00,43459.9,1666.6,30745.4,N
02/16/2021,18:00,42292.5,1666.6,30747.3,N
02/16/2021,19:00,41380.7,1880.6,30765.6,N
02/16/2021,20:00,41730.7,1875.6,30792.7,N
02/16/2021,21:00,42074.6,1882.1,30815,N
02/16/2021,22:00,41836.4,1880.6,30833.5,N
02/16/2021,23:00,40742.7,1854.8,31123.3,N
02/16/2021,24:00,39893.4,1853.8,31169.9,N
02/17/2021,01:00,38820.2,1976.8,31977.2,N
02/17/2021,02:00,38279.1,1982.9,31986.3,N
02/17/2021,03:00,37771.5,1983.8,31996.5,N
02/17/2021,04:00,37501,1939.2,32003.5,N
02/17/2021,05:00,38390.7,1935.3,32010,N
02/17/2021,06:00,38368.5,1936.2,32015.2,N
02/17/2021,07:00,38422.2,1968.2,31991.7,N
02/17/2021,08:00,38417.5,1965.6,31985.4,N
02/17/2021,09:00,39149.5,1954.1,31974.3,N
02/17/2021,10:00,40116.3,1961.6,31935.5,N
02/17/2021,11:00,40631.2,1954.6,31888.3,N
02/17/2021,12:00,40930.8,1954.6,31848,N
02/17/2021,13:00,41647.8,1954.6,31812.4,N
02/17/2021,14:00,42182,1729.6,31783,N
02/17/2021,15:00,42474.2,1729.1,31760.1,N
02/17/2021,16:00,42709.3,1729.1,31748,N
02/17/2021,17:00,42755.8,1738.6,31753,N
02/17/2021,18:00,42536.2,1738.6,31762.3,N
02/17/2021,19:00,42523.9,1952.6,31789.4,N
02/17/2021,20:00,43109.6,1947.6,31829.5,N
02/17/2021,21:00,43617,1954.1,31866.8,N
02/17/2021,22:00,44223.7,1952.6,31898.4,N
02/17/2021,23:00,44613.6,1926.8,32210.8,N
02/17/2021,24:00,45204.6,1925.8,32254.1,N
    
