DeliveryDate,HourEnding,TotalCapGenRes,TotalCapLoadRes,OfflineAvailableMW,DSTFlag
02/17/2021,11:00,43239.2,1631.3,28726.3,N
02/17/2021,12:00,44082.3,1631.6,28700.2,N
02/17/2021,13:00,43564.5,1691.8,28674.1,N
02/17/2021,14:00,43451.5,1690.3,28661.2,N
02/17/2021,15:00,43313.2,1687.3,28655,N
02/17/2021,16:00,43399.5,1687.3,28645.7,N
02/17/2021,17:00,43589.8,1682.8,28276.2,N
02/17/2021,18:00,42554,1682.3,28924.6,N
02/17/2021,19:00,41955.8,1689.8,28974.2,N
02/17/2021,20:00,42649.8,1707.5,28998.2,N
02/17/2021,21:00,43193.6,1699.8,29018.2,N
02/17/2021,22:00,43262.6,1699.8,29373.1,N
02/17/2021,23:00,43583.1,1704.7,28759.2,N
02/17/2021,24:00,43791.6,1705.3,29055.4,N
02/18/2021,01:00,43920,2165.1,33234.3,N
02/18/2021,02:00,43886.8,2168.3,33248.6,N
02/18/2021,03:00,44553.5,2133.3,32571.6,N
02/18/2021,04:00,44757.7,2100.6,32587.3,N
02/18/2021,05:00,45016.6,2102.1,32601.4,N
02/18/2021,06:00,45892.4,2102.6,32619.2,N
02/18/2021,07:00,47264.5,2103.1,32609.4,N
02/18/2021,08:00,47740,2107.1,32633.4,N
02/18/2021,09:00,49530.7,2104.1,32624.2,N
02/18/2021,10:00,52252.2,2108.6,32597.7,N
02/18/2021,11:00,52251.7,2112.3,32532.3,N
02/18/2021,12:00,51649.6,2112.6,32490.9,N
02/18/2021,13:00,51256.1,2112.8,32464.7,N
02/18/2021,14:00,50797.9,2111.3,32440.1,N
02/18/2021,15:00,50420.6,2108.3,32423.6,N
02/18/2021,16:00,49916.7,2108.3,32407.9,N
02/18/2021,17:00,48868.8,2103.8,32403.2,N
02/18/2021,18:00,45508.8,2103.3,32416.7,N
02/18/2021,19:00,42478.1,2110.8,32439.7,N
02/18/2021,20:00,41564.9,2128.5,32479.4,N
02/18/2021,21:00,40866.4,2120.8,32515.2,N
02/18/2021,22:00,40307.5,2120.8,32566.2,N
02/18/2021,23:00,39912.9,2125.7,32580.6,N
02/18/2021,24:00,39537.3,2126.3,32619.5,N
02/19/2021,01:00,37270.3,2147.1,30624.1,N
02/19/2021,02:00,37914,2150.3,30636,N
02/19/2021,03:00,39372.8,2115.3,29956.2,N
02/19/2021,04:00,40185.7,2082.6,29961.5,N
02/19/2021,05:00,40860.4,2084.1,29973.5,N
02/19/2021,06:00,42016.5,2084.6,29692.3,N
02/19/2021,07:00,42555.7,2085.1,29679.9,N
02/19/2021,08:00,43029.7,2089.1,29674.7,N
02/19/2021,09:00,45294.7,2086.1,29652.4,N
02/19/2021,10:00,48070.7,2090.6,29601.7,N
02/19/2021,11:00,48565.2,2094.3,29536.4,N
02/19/2021,12:00,48483.2,2094.6,29440.8,N
02/19/2021,13:00,49474.6,2094.8,29120.1,N
02/19/2021,14:00,50327.4,2093.3,29078,N
02/19/2021,15:00,50806.1,2090.3,29299.1,N
02/19/2021,16:00,51672.1,2090.3,29290.6,N
02/19/2021,17:00,51980.2,2085.8,29278.1,N
02/19/2021,18:00,50032.3,2085.3,29308.8,N
02/19/2021,19:00,48694.8,2092.8,29348.2,N
02/19/2021,20:00,49718.5,2110.5,29395.1,N
02/19/2021,21:00,50960.6,2102.8,29439.6,N
02/19/2021,22:00,51675.7,2102.8,29466.6,N
02/19/2021,23:00,51981.2,2107.7,29485.4,N
02/19/2021,24:00,52365.5,2108.3,29528.2,N
02/20/2021,01:00,51070.7,2162.1,31073.9,N
02/20/2021,02:00,51282.2,2165.3,31077.3,N
02/20/2021,03:00,52184.5,2130.3,30395.8,N
02/20/2021,04:00,52327.6,2097.6,30400.8,N
02/20/2021,05:00,52093.8,2099.1,30411.5,N
02/20/2021,06:00,52462.2,2099.6,30128.2,N
02/20/2021,07:00,52558.1,2100.1,30109.4,N
02/20/2021,08:00,52968,2104.1,30102.4,N
02/20/2021,09:00,54847.9,2101.1,30080,N
02/20/2021,10:00,57986.2,2105.6,30031,N
02/20/2021,11:00,58994.3,2109.3,29965.9,N
02/20/2021,12:00,59267.5,2109.6,29902.3,N
02/20/2021,13:00,59328,2109.8,29850.8,N
02/20/2021,14:00,59191.8,2108.3,29810.6,N
02/20/2021,15:00,59216.1,2105.3,29780.1,N
02/20/2021,16:00,59211.3,2105.3,29768.3,N
02/20/2021,17:00,58649.8,2100.8,29807.1,N
02/20/2021,18:00,55951.6,2100.3,29790.1,N
02/20/2021,19:00,53498.8,2107.8,29821.9,N
02/20/2021,20:00,53447.9,2125.5,29871.9,N
02/20/2021,21:00,53477.4,2117.8,29911.7,N
02/20/2021,22:00,53714,2117.8,29940.2,N
02/20/2021,23:00,53833.3,2122.7,29957.4,N
02/20/2021,24:00,53943.3,2123.3,30000.2,N
    
