"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
ERCO,"2/1/2021 6 p.m. CST",4261,1561,47,22,19299,9007,5129
ERCO,"2/1/2021 7 p.m. CST",4995,34,47,33,21438,10004,5128
ERCO,"2/1/2021 8 p.m. CST",6385,0,47,12,20668,10162,5127
ERCO,"2/1/2021 9 p.m. CST",8656,0,47,9,18767,9786,5128
ERCO,"2/1/2021 10 p.m. CST",10206,0,47,10,16970,9450,5129
ERCO,"2/1/2021 11 p.m. CST",12261,0,47,9,14654,8242,5124
ERCO,"2/2/2021 12 a.m. CST",13761,0,47,9,12847,6996,5116
ERCO,"2/2/2021 1 a.m. CST",13911,0,71,12,12117,6542,5117
ERCO,"2/2/2021 2 a.m. CST",13092,0,49,11,12042,6964,5117
ERCO,"2/2/2021 3 a.m. CST",13785,0,47,10,11787,6571,5117
ERCO,"2/2/2021 4 a.m. CST",14173,0,47,9,12145,6223,5116
ERCO,"2/2/2021 5 a.m. CST",14487,0,47,11,12791,6592,5116
ERCO,"2/2/2021 6 a.m. CST",14243,0,47,11,14798,7575,5117
ERCO,"2/2/2021 7 a.m. CST",14575,0,72,11,17059,8876,5117
ERCO,"2/2/2021 8 a.m. CST",15318,21,72,12,17613,9606,5117
ERCO,"2/2/2021 9 a.m. CST",14889,1050,71,29,16765,9158,5117
ERCO,"2/2/2021 10 a.m. CST",12604,2701,104,10,15675,8813,5117
ERCO,"2/2/2021 11 a.m. CST",12999,3320,104,4,13402,8263,5117
ERCO,"2/2/2021 12 p.m. CST",13167,3931,87,12,12406,6893,5116
ERCO,"2/2/2021 1 p.m. CST",12228,4061,55,15,12114,6546,5117
ERCO,"2/2/2021 2 p.m. CST",10908,4178,47,15,11724,7170,5116
ERCO,"2/2/2021 3 p.m. CST",9312,4046,47,9,11748,7948,5115
ERCO,"2/2/2021 4 p.m. CST",7777,4255,47,10,12184,8412,5114
ERCO,"2/2/2021 5 p.m. CST",6453,3289,47,12,13761,9219,5114
ERCO,"2/2/2021 6 p.m. CST",6225,1283,47,11,15209,9916,5114
ERCO,"2/2/2021 7 p.m. CST",8527,23,47,10,16260,9794,5114
ERCO,"2/2/2021 8 p.m. CST",12695,0,90,8,14155,8895,5114
ERCO,"2/2/2021 9 p.m. CST",15252,0,119,9,11861,8489,5115
ERCO,"2/2/2021 10 p.m. CST",16416,0,93,12,11081,7250,5114
ERCO,"2/2/2021 11 p.m. CST",16509,0,67,22,9187,7370,5115
ERCO,"2/3/2021 12 a.m. CST",16484,0,47,20,7989,6944,5115
ERCO,"2/3/2021 1 a.m. CST",16008,0,48,11,7802,6659,5115
ERCO,"2/3/2021 2 a.m. CST",15232,0,48,8,7445,7273,5116
ERCO,"2/3/2021 3 a.m. CST",14227,0,48,8,7887,7850,5116
ERCO,"2/3/2021 4 a.m. CST",13719,0,48,11,8489,8369,5117
ERCO,"2/3/2021 5 a.m. CST",13232,0,48,9,9158,9363,5117
ERCO,"2/3/2021 6 a.m. CST",12277,0,48,10,11416,10140,5118
ERCO,"2/3/2021 7 a.m. CST",12358,0,48,5,14821,9939,5119
ERCO,"2/3/2021 8 a.m. CST",12788,42,48,8,15920,10058,5119
ERCO,"2/3/2021 9 a.m. CST",12421,1624,48,24,14572,9921,5118
ERCO,"2/3/2021 10 a.m. CST",9785,3935,48,15,12921,10234,5118
ERCO,"2/3/2021 11 a.m. CST",8962,4335,80,11,12028,10115,5118
ERCO,"2/3/2021 12 p.m. CST",9195,4262,87,13,11304,9813,5123
ERCO,"2/3/2021 1 p.m. CST",9416,4099,55,11,10427,9693,5122
ERCO,"2/3/2021 2 p.m. CST",10966,4008,47,14,9231,8995,5117
ERCO,"2/3/2021 3 p.m. CST",12989,4095,47,10,8219,7761,5115
ERCO,"2/3/2021 4 p.m. CST",15090,4071,72,16,7628,6281,5115
ERCO,"2/3/2021 5 p.m. CST",16803,3178,72,15,7645,5729,5115
ERCO,"2/3/2021 6 p.m. CST",17426,1108,72,11,8379,6845,5114
ERCO,"2/3/2021 7 p.m. CST",19253,37,72,21,8398,7473,5114
ERCO,"2/3/2021 8 p.m. CST",21610,0,72,12,6516,7352,5114
ERCO,"2/3/2021 9 p.m. CST",22415,0,72,11,5390,7008,5114
ERCO,"2/3/2021 10 p.m. CST",22025,0,47,7,5113,6258,5113
ERCO,"2/3/2021 11 p.m. CST",21238,0,47,8,4943,5072,5113
ERCO,"2/4/2021 12 a.m. CST",19695,0,47,8,4892,4457,5114
ERCO,"2/4/2021 1 a.m. CST",18825,0,47,9,4871,4101,5115
ERCO,"2/4/2021 2 a.m. CST",18252,0,47,8,4780,3920,5116
ERCO,"2/4/2021 3 a.m. CST",17782,0,47,7,4758,3876,5117
ERCO,"2/4/2021 4 a.m. CST",17610,0,47,6,4771,3873,5116
ERCO,"2/4/2021 5 a.m. CST",18078,0,47,9,4802,3879,5115
ERCO,"2/4/2021 6 a.m. CST",19227,0,47,11,5052,4173,5115
ERCO,"2/4/2021 7 a.m. CST",19205,0,47,15,6049,6122,5116
ERCO,"2/4/2021 8 a.m. CST",18771,21,47,21,6409,7595,5116
ERCO,"2/4/2021 9 a.m. CST",18058,933,47,19,6747,7418,5117
ERCO,"2/4/2021 10 a.m. CST",19068,2094,80,34,6491,6195,5116
ERCO,"2/4/2021 11 a.m. CST",19519,1980,80,14,6522,6272,5115
ERCO,"2/4/2021 12 p.m. CST",18859,2631,88,15,6570,6502,5114
ERCO,"2/4/2021 1 p.m. CST",17263,3734,88,15,7008,6744,5113
ERCO,"2/4/2021 2 p.m. CST",14972,3958,56,12,7875,8072,5112
ERCO,"2/4/2021 3 p.m. CST",12078,3934,48,12,8825,9572,5112
ERCO,"2/4/2021 4 p.m. CST",10056,4055,70,13,10597,9929,5112
ERCO,"2/4/2021 5 p.m. CST",8064,3125,73,17,13094,10328,5113
ERCO,"2/4/2021 6 p.m. CST",7188,1483,73,20,15457,10308,5113
ERCO,"2/4/2021 7 p.m. CST",7597,45,72,28,17650,10219,5111
ERCO,"2/4/2021 8 p.m. CST",9039,0,116,6,16318,10629,5112
ERCO,"2/4/2021 9 p.m. CST",10253,0,143,6,14627,10681,5111
ERCO,"2/4/2021 10 p.m. CST",11045,0,97,6,13252,9904,5112
ERCO,"2/4/2021 11 p.m. CST",11307,0,63,7,11954,9034,5112
ERCO,"2/5/2021 12 a.m. CST",11491,0,47,6,11264,7676,5113
ERCO,"2/5/2021 1 a.m. CST",11285,0,48,9,11029,7164,5113
ERCO,"2/5/2021 2 a.m. CST",10170,0,48,8,10935,7455,5113
ERCO,"2/5/2021 3 a.m. CST",8760,0,48,7,11751,7950,5113
ERCO,"2/5/2021 4 a.m. CST",7754,0,48,8,12303,8638,5112
ERCO,"2/5/2021 5 a.m. CST",7545,0,48,9,13250,9083,5113
ERCO,"2/5/2021 6 a.m. CST",7293,0,48,9,15243,9675,5114
ERCO,"2/5/2021 7 a.m. CST",6983,0,48,12,18566,10222,5115
ERCO,"2/5/2021 8 a.m. CST",6645,26,48,13,20375,10870,5114
ERCO,"2/5/2021 9 a.m. CST",5593,1680,47,13,20165,10909,5116
ERCO,"2/5/2021 10 a.m. CST",5194,4116,47,22,18888,10524,5116
ERCO,"2/5/2021 11 a.m. CST",6425,4419,80,11,17784,9969,5115
ERCO,"2/5/2021 12 p.m. CST",6314,4415,88,7,17166,10016,5115
ERCO,"2/5/2021 1 p.m. CST",5446,4336,88,8,17073,10152,5116
ERCO,"2/5/2021 2 p.m. CST",4670,4299,56,5,16715,10113,5116
ERCO,"2/5/2021 3 p.m. CST",3974,4339,49,18,16449,10075,5116
ERCO,"2/5/2021 4 p.m. CST",3473,4430,73,7,16306,10074,5116
ERCO,"2/5/2021 5 p.m. CST",3438,4089,73,8,16642,10043,5117
ERCO,"2/5/2021 6 p.m. CST",3775,1857,72,18,18479,10748,5117
ERCO,"2/5/2021 7 p.m. CST",5635,58,75,26,19830,10964,5117
ERCO,"2/5/2021 8 p.m. CST",9775,0,117,22,16984,10151,5116
ERCO,"2/5/2021 9 p.m. CST",13363,0,103,7,14375,8981,5117
ERCO,"2/5/2021 10 p.m. CST",15841,0,67,10,11834,8583,5117
ERCO,"2/5/2021 11 p.m. CST",16523,0,50,13,9641,8807,5117
ERCO,"2/6/2021 12 a.m. CST",16343,0,49,11,8389,8604,5117
ERCO,"2/6/2021 1 a.m. CST",15640,0,50,8,8453,7989,5117
ERCO,"2/6/2021 2 a.m. CST",15626,0,50,8,8002,7643,5128
ERCO,"2/6/2021 3 a.m. CST",15697,0,51,8,7997,7102,5129
ERCO,"2/6/2021 4 a.m. CST",14896,0,51,7,8345,7596,5125
ERCO,"2/6/2021 5 a.m. CST",14280,0,50,8,8558,8302,5108
ERCO,"2/6/2021 6 a.m. CST",13140,0,51,8,8979,9795,5108
ERCO,"2/6/2021 7 a.m. CST",12049,0,51,10,10428,10773,5108
ERCO,"2/6/2021 8 a.m. CST",12396,30,50,11,11178,11044,5109
ERCO,"2/6/2021 9 a.m. CST",12769,1696,50,20,10767,10777,5109
ERCO,"2/6/2021 10 a.m. CST",13164,3905,51,28,9193,10756,5109
ERCO,"2/6/2021 11 a.m. CST",14486,3591,83,13,8265,10693,5109
ERCO,"2/6/2021 12 p.m. CST",15501,2888,92,13,7874,9931,5109
ERCO,"2/6/2021 1 p.m. CST",16077,3066,91,7,7271,8501,5108
ERCO,"2/6/2021 2 p.m. CST",16629,3419,57,15,6972,6558,5107
ERCO,"2/6/2021 3 p.m. CST",16131,3876,50,17,6841,5727,5107
ERCO,"2/6/2021 4 p.m. CST",14864,4246,75,15,7312,5526,5106
ERCO,"2/6/2021 5 p.m. CST",12183,4260,75,10,8988,6386,5105
ERCO,"2/6/2021 6 p.m. CST",8384,1952,75,25,12103,9497,5105
ERCO,"2/6/2021 7 p.m. CST",5449,70,74,34,16479,10855,5106
ERCO,"2/6/2021 8 p.m. CST",6882,0,116,15,15745,11084,5106
ERCO,"2/6/2021 9 p.m. CST",8465,0,102,12,14138,11198,5106
ERCO,"2/6/2021 10 p.m. CST",8763,0,95,6,13675,11218,5106
ERCO,"2/6/2021 11 p.m. CST",9858,0,67,12,11626,11442,5107
ERCO,"2/7/2021 12 a.m. CST",11054,0,48,12,9542,11524,5107
ERCO,"2/7/2021 1 a.m. CST",13236,0,49,11,7686,10664,5108
ERCO,"2/7/2021 2 a.m. CST",14562,0,49,11,6720,10074,5108
ERCO,"2/7/2021 3 a.m. CST",15169,0,49,9,6695,9958,5107
ERCO,"2/7/2021 4 a.m. CST",16477,0,49,8,6578,9509,5108
ERCO,"2/7/2021 5 a.m. CST",16788,0,49,10,6563,9748,5108
ERCO,"2/7/2021 6 a.m. CST",16595,0,49,8,7120,10476,5108
ERCO,"2/7/2021 7 a.m. CST",16152,0,49,10,8675,10512,5109
ERCO,"2/7/2021 8 a.m. CST",15417,53,50,12,9787,11446,5110
ERCO,"2/7/2021 9 a.m. CST",14274,1894,50,19,9861,11381,5108
ERCO,"2/7/2021 10 a.m. CST",13821,3849,50,28,9188,11000,5109
ERCO,"2/7/2021 11 a.m. CST",15385,3836,84,13,8241,9964,5108
ERCO,"2/7/2021 12 p.m. CST",15501,3989,92,10,7656,8919,5109
ERCO,"2/7/2021 1 p.m. CST",14957,4181,91,10,7405,7953,5107
ERCO,"2/7/2021 2 p.m. CST",14091,4439,57,14,7491,7370,5107
ERCO,"2/7/2021 3 p.m. CST",13399,4589,50,15,7353,7203,5107
ERCO,"2/7/2021 4 p.m. CST",13130,4580,75,10,7331,7137,5105
ERCO,"2/7/2021 5 p.m. CST",13774,3825,76,11,7685,6982,5104
ERCO,"2/7/2021 6 p.m. CST",14972,1562,75,20,8055,8224,5105
ERCO,"2/7/2021 7 p.m. CST",17459,53,75,17,7860,8667,5105
ERCO,"2/7/2021 8 p.m. CST",20284,0,117,16,7282,7112,5105
ERCO,"2/7/2021 9 p.m. CST",21707,0,102,13,6152,6904,5105
ERCO,"2/7/2021 10 p.m. CST",22305,0,68,13,6036,6397,5104
ERCO,"2/7/2021 11 p.m. CST",22150,0,49,10,5653,5812,5106
ERCO,"2/8/2021 12 a.m. CST",21077,0,50,9,5439,5247,5106
ERCO,"2/8/2021 1 a.m. CST",20192,0,50,11,5373,4841,5105
ERCO,"2/8/2021 2 a.m. CST",19630,0,50,8,5348,4840,5106
ERCO,"2/8/2021 3 a.m. CST",19274,0,50,7,5402,4974,5106
ERCO,"2/8/2021 4 a.m. CST",18393,0,49,8,5808,5719,5106
ERCO,"2/8/2021 5 a.m. CST",17391,0,49,7,6746,6560,5107
ERCO,"2/8/2021 6 a.m. CST",16223,0,49,11,8629,7575,5107
ERCO,"2/8/2021 7 a.m. CST",14497,0,49,9,11304,9566,5107
ERCO,"2/8/2021 8 a.m. CST",13021,50,49,10,12558,11362,5108
ERCO,"2/8/2021 9 a.m. CST",10492,1107,49,23,14030,11619,5108
ERCO,"2/8/2021 10 a.m. CST",7950,2673,49,28,14789,11693,5108
ERCO,"2/8/2021 11 a.m. CST",7748,3272,83,10,14480,11442,5106
ERCO,"2/8/2021 12 p.m. CST",7016,3930,91,10,14252,11370,5105
ERCO,"2/8/2021 1 p.m. CST",5981,4001,90,15,14605,11387,5105
ERCO,"2/8/2021 2 p.m. CST",4846,3988,57,16,15303,11407,5104
ERCO,"2/8/2021 3 p.m. CST",4147,4245,49,17,15197,11254,5103
ERCO,"2/8/2021 4 p.m. CST",3862,4304,72,10,15332,10808,5102
ERCO,"2/8/2021 5 p.m. CST",4386,4055,74,5,15619,10467,5102
ERCO,"2/8/2021 6 p.m. CST",4817,2007,74,14,17267,10956,5103
ERCO,"2/8/2021 7 p.m. CST",6368,81,75,43,18964,11178,5103
ERCO,"2/8/2021 8 p.m. CST",8673,0,118,12,16965,11447,5102
ERCO,"2/8/2021 9 p.m. CST",9432,0,146,13,15791,11463,5102
ERCO,"2/8/2021 10 p.m. CST",8749,0,96,11,15473,11402,5101
ERCO,"2/8/2021 11 p.m. CST",7997,0,68,13,14337,11408,5101
ERCO,"2/9/2021 12 a.m. CST",7056,0,49,10,13636,11207,5101
ERCO,"2/9/2021 1 a.m. CST",5931,0,48,12,14003,10763,5101
ERCO,"2/9/2021 2 a.m. CST",5517,0,48,11,14088,10673,5101
ERCO,"2/9/2021 3 a.m. CST",5145,0,47,11,14375,10757,5102
ERCO,"2/9/2021 4 a.m. CST",4320,0,48,13,15564,10812,5101
ERCO,"2/9/2021 5 a.m. CST",3863,0,47,15,16481,11359,5101
ERCO,"2/9/2021 6 a.m. CST",3061,0,48,23,19191,11626,5101
ERCO,"2/9/2021 7 a.m. CST",2286,0,49,27,23214,11449,5101
ERCO,"2/9/2021 8 a.m. CST",1489,21,49,21,25851,11526,5102
ERCO,"2/9/2021 9 a.m. CST",1061,1091,49,30,26397,11652,5101
ERCO,"2/9/2021 10 a.m. CST",783,2564,49,35,26152,11614,5101
ERCO,"2/9/2021 11 a.m. CST",735,3069,84,16,26452,11350,5101
ERCO,"2/9/2021 12 p.m. CST",815,3327,88,17,26771,10912,5100
ERCO,"2/9/2021 1 p.m. CST",994,3420,86,12,26265,10867,5099
ERCO,"2/9/2021 2 p.m. CST",1533,3597,51,13,25080,11092,5098
ERCO,"2/9/2021 3 p.m. CST",2362,3728,43,17,23603,11199,5095
ERCO,"2/9/2021 4 p.m. CST",3615,3705,65,12,22175,11165,5094
ERCO,"2/9/2021 5 p.m. CST",5015,3347,69,16,21559,11142,5092
ERCO,"2/9/2021 6 p.m. CST",6057,1659,69,16,23015,11144,5094
ERCO,"2/9/2021 7 p.m. CST",6365,77,85,50,25856,11079,5095
ERCO,"2/9/2021 8 p.m. CST",7009,0,142,24,25217,11277,5096
ERCO,"2/9/2021 9 p.m. CST",6726,0,92,25,24747,11203,5097
ERCO,"2/9/2021 10 p.m. CST",5839,0,49,20,24082,10982,5098
ERCO,"2/9/2021 11 p.m. CST",4626,0,47,16,23069,10641,5098
ERCO,"2/10/2021 12 a.m. CST",3668,0,47,15,21909,10550,5099
ERCO,"2/10/2021 1 a.m. CST",3419,0,71,26,21349,10274,5098
ERCO,"2/10/2021 2 a.m. CST",3247,0,47,21,20845,10067,5098
ERCO,"2/10/2021 3 a.m. CST",3240,0,47,19,20287,10415,5098
ERCO,"2/10/2021 4 a.m. CST",2663,0,47,18,21092,10493,5098
ERCO,"2/10/2021 5 a.m. CST",2328,0,47,14,22357,10693,5098
ERCO,"2/10/2021 6 a.m. CST",2147,0,47,10,24747,10869,5097
ERCO,"2/10/2021 7 a.m. CST",2215,0,72,5,28006,10806,5099
ERCO,"2/10/2021 8 a.m. CST",1985,2,72,6,30324,10899,5100
ERCO,"2/10/2021 9 a.m. CST",1967,147,71,30,30795,10963,5099
ERCO,"2/10/2021 10 a.m. CST",2354,566,72,20,30753,10977,5100
ERCO,"2/10/2021 11 a.m. CST",3127,895,107,10,30557,10830,5102
ERCO,"2/10/2021 12 p.m. CST",3611,1234,92,16,30066,10868,5103
ERCO,"2/10/2021 1 p.m. CST",3633,1595,89,19,29543,10809,5101
ERCO,"2/10/2021 2 p.m. CST",3869,1847,47,16,29062,10890,5098
ERCO,"2/10/2021 3 p.m. CST",4335,1734,47,20,28599,10884,5097
ERCO,"2/10/2021 4 p.m. CST",4783,1463,47,15,28452,10930,5096
ERCO,"2/10/2021 5 p.m. CST",5247,1017,47,21,28943,10835,5097
ERCO,"2/10/2021 6 p.m. CST",5464,411,47,23,30151,10764,5097
ERCO,"2/10/2021 7 p.m. CST",5367,21,47,62,31637,10742,5097
ERCO,"2/10/2021 8 p.m. CST",5224,0,90,22,31940,10792,5098
ERCO,"2/10/2021 9 p.m. CST",5145,0,117,13,31344,10838,5098
ERCO,"2/10/2021 10 p.m. CST",4634,0,93,14,30427,10892,5099
ERCO,"2/10/2021 11 p.m. CST",4129,0,65,16,28848,10832,5100
ERCO,"2/11/2021 12 a.m. CST",3689,0,47,17,27437,10822,5101
ERCO,"2/11/2021 1 a.m. CST",3389,0,71,13,27261,10161,5103
ERCO,"2/11/2021 2 a.m. CST",3905,0,47,13,26527,9981,5103
ERCO,"2/11/2021 3 a.m. CST",3807,0,47,12,26921,9802,5103
ERCO,"2/11/2021 4 a.m. CST",3447,0,46,12,27455,9911,5098
ERCO,"2/11/2021 5 a.m. CST",3654,0,47,12,28051,10483,5097
ERCO,"2/11/2021 6 a.m. CST",4262,0,47,14,29698,10610,5099
ERCO,"2/11/2021 7 a.m. CST",4529,0,69,23,33047,10187,5100
ERCO,"2/11/2021 8 a.m. CST",4762,3,72,25,35333,10249,5100
ERCO,"2/11/2021 9 a.m. CST",4543,140,72,48,36733,10350,5101
ERCO,"2/11/2021 10 a.m. CST",4348,458,72,37,37357,10483,5101
ERCO,"2/11/2021 11 a.m. CST",4227,743,107,25,37870,10533,5103
ERCO,"2/11/2021 12 p.m. CST",5544,1238,92,17,36684,10330,5102
ERCO,"2/11/2021 1 p.m. CST",5246,1423,55,32,36530,10255,5101
ERCO,"2/11/2021 2 p.m. CST",5334,1433,47,21,36065,10357,5102
ERCO,"2/11/2021 3 p.m. CST",5026,1188,47,17,36101,10488,5102
ERCO,"2/11/2021 4 p.m. CST",4289,843,47,16,36892,10606,5103
ERCO,"2/11/2021 5 p.m. CST",4562,557,47,25,37149,10532,5110
ERCO,"2/11/2021 6 p.m. CST",4569,238,47,24,37964,10477,5111
ERCO,"2/11/2021 7 p.m. CST",5520,10,47,39,38445,10442,5111
ERCO,"2/11/2021 8 p.m. CST",6737,0,76,17,37189,10622,5112
ERCO,"2/11/2021 9 p.m. CST",7213,0,75,15,36146,10811,5112
ERCO,"2/11/2021 10 p.m. CST",6982,0,94,15,35173,10459,5128
ERCO,"2/11/2021 11 p.m. CST",7550,0,66,14,32836,10034,5132
ERCO,"2/12/2021 12 a.m. CST",7656,0,47,13,30840,9994,5133
ERCO,"2/12/2021 1 a.m. CST",7812,0,71,14,29662,9749,5133
ERCO,"2/12/2021 2 a.m. CST",7841,0,47,15,29224,9718,5132
ERCO,"2/12/2021 3 a.m. CST",7959,0,47,13,29082,9787,5132
ERCO,"2/12/2021 4 a.m. CST",8342,0,46,12,29055,9839,5133
ERCO,"2/12/2021 5 a.m. CST",7971,0,46,13,30474,9904,5133
ERCO,"2/12/2021 6 a.m. CST",7720,0,46,12,32477,10380,5134
ERCO,"2/12/2021 7 a.m. CST",7389,0,64,14,35718,10426,5134
ERCO,"2/12/2021 8 a.m. CST",6981,4,72,15,38257,10428,5134
ERCO,"2/12/2021 9 a.m. CST",6787,104,71,27,39284,10448,5134
ERCO,"2/12/2021 10 a.m. CST",6322,312,98,26,39848,10641,5134
ERCO,"2/12/2021 11 a.m. CST",5843,583,127,31,39897,10906,5134
ERCO,"2/12/2021 12 p.m. CST",4758,870,96,31,40269,10754,5134
ERCO,"2/12/2021 1 p.m. CST",4054,1128,89,18,39922,10884,5135
ERCO,"2/12/2021 2 p.m. CST",3773,1161,54,16,39670,10879,5135
ERCO,"2/12/2021 3 p.m. CST",4609,1012,46,14,38508,10982,5135
ERCO,"2/12/2021 4 p.m. CST",4597,736,46,14,38395,10899,5135
ERCO,"2/12/2021 5 p.m. CST",4252,382,47,27,39110,10946,5135
ERCO,"2/12/2021 6 p.m. CST",4092,157,46,31,40174,10977,5136
ERCO,"2/12/2021 7 p.m. CST",3996,7,47,38,41337,10982,5135
ERCO,"2/12/2021 8 p.m. CST",4209,0,90,33,41049,11011,5135
ERCO,"2/12/2021 9 p.m. CST",4235,0,118,27,40277,11043,5135
ERCO,"2/12/2021 10 p.m. CST",4084,0,95,18,39548,11021,5136
ERCO,"2/12/2021 11 p.m. CST",4057,0,66,11,37783,10991,5136
ERCO,"2/13/2021 12 a.m. CST",3655,0,48,12,36581,10916,5136
ERCO,"2/13/2021 1 a.m. CST",3193,0,72,16,35435,10920,5137
ERCO,"2/13/2021 2 a.m. CST",3667,0,48,13,34339,10909,5137
ERCO,"2/13/2021 3 a.m. CST",3486,0,48,19,34189,10907,5137
ERCO,"2/13/2021 4 a.m. CST",3631,0,47,15,34256,10851,5137
ERCO,"2/13/2021 5 a.m. CST",3778,0,49,17,34741,10873,5136
ERCO,"2/13/2021 6 a.m. CST",4200,0,85,16,35819,10516,5137
ERCO,"2/13/2021 7 a.m. CST",4586,0,108,13,37183,10405,5136
ERCO,"2/13/2021 8 a.m. CST",4892,5,110,17,38271,10455,5137
ERCO,"2/13/2021 9 a.m. CST",4628,148,111,40,40063,10381,5136
ERCO,"2/13/2021 10 a.m. CST",3945,508,111,32,42027,10239,5137
ERCO,"2/13/2021 11 a.m. CST",3639,763,146,22,42204,10612,5137
ERCO,"2/13/2021 12 p.m. CST",3373,1000,128,15,41426,10971,5137
ERCO,"2/13/2021 1 p.m. CST",3491,1089,128,16,39747,10940,5137
ERCO,"2/13/2021 2 p.m. CST",3730,1127,137,14,37437,10988,5138
ERCO,"2/13/2021 3 p.m. CST",3625,958,136,12,36074,11037,5139
ERCO,"2/13/2021 4 p.m. CST",3755,657,137,11,35216,10990,5138
ERCO,"2/13/2021 5 p.m. CST",4116,377,137,12,35229,10986,5139
ERCO,"2/13/2021 6 p.m. CST",4126,124,137,15,36700,10949,5139
ERCO,"2/13/2021 7 p.m. CST",4266,6,138,19,38429,10946,5139
ERCO,"2/13/2021 8 p.m. CST",4661,0,180,19,38215,10920,5139
ERCO,"2/13/2021 9 p.m. CST",4910,0,165,13,37360,10972,5139
ERCO,"2/13/2021 10 p.m. CST",5003,0,157,13,36307,11021,5139
ERCO,"2/13/2021 11 p.m. CST",4451,0,138,27,35342,11010,5139
ERCO,"2/14/2021 12 a.m. CST",4548,0,138,20,33891,11036,5139
ERCO,"2/14/2021 1 a.m. CST",4647,0,137,11,32743,11002,5140
ERCO,"2/14/2021 2 a.m. CST",5331,0,179,12,31516,11005,5139
ERCO,"2/14/2021 3 a.m. CST",5805,0,212,11,30942,11022,5139
ERCO,"2/14/2021 4 a.m. CST",5859,0,198,11,31197,11029,5140
ERCO,"2/14/2021 5 a.m. CST",5682,0,145,12,32006,11052,5139
ERCO,"2/14/2021 6 a.m. CST",6227,0,137,11,32510,11056,5139
ERCO,"2/14/2021 7 a.m. CST",6775,0,137,14,33356,11023,5139
ERCO,"2/14/2021 8 a.m. CST",7201,2,137,14,34327,11032,5139
ERCO,"2/14/2021 9 a.m. CST",7416,73,138,12,35815,11056,5139
ERCO,"2/14/2021 10 a.m. CST",7805,269,137,12,36907,11110,5139
ERCO,"2/14/2021 11 a.m. CST",8084,542,137,12,37466,11127,5139
ERCO,"2/14/2021 12 p.m. CST",8159,832,137,14,37811,11145,5139
ERCO,"2/14/2021 1 p.m. CST",8197,859,142,14,37945,11099,5139
ERCO,"2/14/2021 2 p.m. CST",8672,1020,141,13,37656,10758,5140
ERCO,"2/14/2021 3 p.m. CST",8804,990,141,16,37861,10600,5139
ERCO,"2/14/2021 4 p.m. CST",9101,860,141,12,37948,10710,5139
ERCO,"2/14/2021 5 p.m. CST",8957,626,141,16,39074,10864,5140
ERCO,"2/14/2021 6 p.m. CST",9015,236,141,21,41042,10855,5140
ERCO,"2/14/2021 7 p.m. CST",8261,24,141,28,43523,10864,5140
ERCO,"2/14/2021 8 p.m. CST",8087,0,142,26,43798,10829,5140
ERCO,"2/14/2021 9 p.m. CST",7642,0,143,15,43967,10759,5140
ERCO,"2/14/2021 10 p.m. CST",7083,0,144,17,43720,10700,5140
ERCO,"2/14/2021 11 p.m. CST",6341,0,107,22,43185,10698,5140
ERCO,"2/15/2021 12 a.m. CST",5450,0,184,30,43013,10754,5140
ERCO,"2/15/2021 1 a.m. CST",5350,0,337,36,42372,10823,5140
ERCO,"2/15/2021 2 a.m. CST",5205,0,343,37,40405,11065,5140
ERCO,"2/15/2021 3 a.m. CST",5154,0,247,22,33096,9314,5145
ERCO,"2/15/2021 4 a.m. CST",5214,0,154,29,33095,9345,5141
ERCO,"2/15/2021 5 a.m. CST",4828,0,297,46,33444,9552,5142
ERCO,"2/15/2021 6 a.m. CST",4612,0,292,24,32609,8996,4555
ERCO,"2/15/2021 7 a.m. CST",4300,0,145,24,33440,8880,3785
ERCO,"2/15/2021 8 a.m. CST",4512,43,165,25,33203,8855,3785
ERCO,"2/15/2021 9 a.m. CST",4409,559,143,26,31454,8659,3785
ERCO,"2/15/2021 10 a.m. CST",4386,1190,143,29,30691,8559,3785
ERCO,"2/15/2021 11 a.m. CST",3969,1824,142,44,29857,8311,3785
ERCO,"2/15/2021 12 p.m. CST",3185,2278,143,21,29575,7896,3785
ERCO,"2/15/2021 1 p.m. CST",2605,2671,136,22,28632,7699,3785
ERCO,"2/15/2021 2 p.m. CST",2537,2829,105,21,27885,7647,3785
ERCO,"2/15/2021 3 p.m. CST",2323,2786,103,22,27542,7646,3785
ERCO,"2/15/2021 4 p.m. CST",1944,2553,103,27,28229,7650,3785
ERCO,"2/15/2021 5 p.m. CST",1690,2308,103,24,29056,7635,3785
ERCO,"2/15/2021 6 p.m. CST",1185,987,115,34,30641,7938,3785
ERCO,"2/15/2021 7 p.m. CST",788,106,115,30,31359,8158,3785
ERCO,"2/15/2021 8 p.m. CST",649,0,101,25,30917,8023,3785
ERCO,"2/15/2021 9 p.m. CST",807,0,100,26,30832,8140,3785
ERCO,"2/15/2021 10 p.m. CST",1023,0,101,34,31213,8099,3786
ERCO,"2/15/2021 11 p.m. CST",1228,0,100,28,30279,8040,3785
ERCO,"2/16/2021 12 a.m. CST",1492,0,100,26,29882,7725,3785
ERCO,"2/16/2021 1 a.m. CST",1897,0,95,24,29764,7774,3785
