Date,Fuel,Settlement Type,Total,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,0:00
01-06-2021,Nuclear,INITIAL,122702.5,1278.9,1278.7,1278.7,1279.0,1278.9,1278.9,1278.6,1278.8,1278.8,1278.8,1277.7,1277.4,1277.5,1277.4,1277.7,1277.3,1277.5,1276.9,1277.3,1277.5,1277.4,1277.7,1277.5,1277.4,1277.8,1277.7,1277.9,1277.8,1277.6,1277.0,1277.6,1277.8,1278.0,1277.8,1277.5,1277.6,1277.7,1277.5,1277.5,1277.9,1277.7,1277.6,1277.5,1277.7,1277.9,1277.8,1277.8,1278.0,1278.8,1280.2,1280.3,1280.1,1280.3,1280.1,1280.1,1279.7,1279.2,1278.5,1278.7,1278.2,1278.2,1278.3,1278.4,1277.8,1278.1,1278.0,1278.2,1277.8,1278.3,1278.3,1277.9,1278.0,1277.8,1277.7,1277.6,1278.0,1278.2,1278.4,1278.2,1278.1,1278.0,1278.2,1278.1,1278.3,1278.2,1278.1,1278.5,1278.2,1278.2,1278.0,1278.3,1277.9,1278.5,1278.3,1277.6,1277.1
01-06-2021,Other,INITIAL,12.5,-0.3,0.0,0.6,0.1,0.0,-0.9,-1.2,0.0,-0.1,0.1,-1.0,-0.2,0.2,-1.1,0.7,-0.1,1.5,-0.2,1.2,2.2,-0.2,0.8,-0.5,1.0,1.9,2.3,1.7,1.4,1.5,0.7,0.9,1.9,-0.1,0.7,1.3,-0.6,-1.9,-2.5,-1.3,-0.8,0.1,-3.6,-2.0,-1.7,-1.6,-1.9,-1.2,2.0,2.3,3.8,1.7,1.8,2.4,1.3,1.7,0.0,1.4,-0.2,0.8,0.3,1.0,1.0,1.7,1.7,1.7,0.7,1.5,-0.7,-2.5,-4.6,-5.1,-4.6,-1.8,0.3,-0.8,0.6,-0.2,1.1,0.0,0.5,0.3,1.8,2.5,4.0,1.3,0.2,0.2,0.8,0.5,-0.1,0.3,-0.6,-1.3,-3.1,-2.1,-0.9
01-06-2021,Solar,INITIAL,10982.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.3,37.0,136.4,268.4,352.8,486.3,525.6,492.5,368.9,264.9,239.0,247.4,270.3,274.6,277.1,280.1,298.9,323.4,335.7,288.0,282.5,274.0,260.3,271.1,283.4,299.6,303.6,302.8,308.4,304.6,297.6,282.1,258.4,243.5,217.2,210.2,270.9,274.1,177.1,65.4,13.3,2.1,2.2,2.2,2.2,2.2,0.4,0.0,0.0,0.0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-06-2021,Wind,INITIAL,458438.5,4810.3,4745.9,4680.3,4630.3,4602.0,4537.4,4543.9,4478.3,4434.9,4408.5,4404.5,4371.6,4333.6,4306.2,4302.0,4331.3,4348.5,4424.6,4467.0,4488.6,4618.8,4761.9,4879.9,4876.8,4849.9,4906.7,4939.1,4933.7,4939.5,4997.3,5037.7,5012.7,4956.1,4898.1,4802.9,4705.3,4704.4,4757.3,4832.7,5018.8,5044.6,5086.0,5142.5,5124.3,5054.3,5000.9,5005.2,5005.8,4974.1,5009.2,5045.1,5076.4,5028.8,5029.1,5046.5,5029.4,5020.6,5018.5,5007.8,4997.0,5019.9,5076.4,5098.8,5145.6,5190.4,5215.3,5218.4,5181.3,5075.7,4961.6,4763.0,4597.4,4507.0,4510.2,4538.4,4593.2,4626.8,4698.9,4739.8,4725.6,4698.1,4673.8,4665.7,4661.4,4638.2,4611.5,4593.1,4555.3,4558.7,4576.6,4600.4,4563.8,4512.0,4457.4,4407.8,4356.0
01-07-2021,Biomass,INITIAL,483.5,4.7,4.7,4.7,4.8,4.9,4.8,4.7,4.7,4.7,4.7,5.0,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.2,5.2,5.0,4.1,4.0,3.8,3.9,4.0,4.0,4.1,4.0,4.1,4.3,4.1,3.9,4.1,4.2,4.0,4.2,4.1,3.8,4.2,4.8,5.2,5.5,5.5,5.4,5.4,5.4,5.5,5.4,5.6,5.6,5.6,5.6,5.5,5.5,5.4,5.4,5.5,5.4,5.3,5.3,5.3,5.4,5.4,5.5,5.5,5.3,5.3,5.3,5.6,5.5,5.6,5.6,5.6,5.6,5.7,5.7,5.7,5.8,5.7,5.7,5.7,5.7,5.7
01-07-2021,Coal,INITIAL,263178.6,1971.5,1955.2,1959.5,2011.6,2055.5,2065.4,2060.0,2024.1,2035.2,2073.8,2094.5,2119.8,2168.2,2218.1,2257.9,2323.8,2434.4,2533.8,2571.0,2606.1,2545.0,2602.3,2669.6,2673.2,2684.6,2737.8,2816.5,2906.9,2973.5,2989.4,3005.4,3014.6,3023.5,3029.7,3028.1,3035.5,3053.1,3063.6,3061.8,3056.9,3039.5,3012.3,3014.0,3028.5,3009.2,3023.4,3024.5,3016.4,3019.1,2997.2,2934.7,2888.8,2811.0,2778.6,2766.2,2758.9,2760.8,2748.4,2746.0,2738.4,2735.1,2749.2,2746.2,2746.1,2742.2,2776.4,2842.2,2961.0,2976.5,2955.9,2954.3,2938.7,2955.1,2964.2,2958.3,2971.1,3009.6,3040.2,3042.0,3035.4,3040.3,3048.8,3044.5,3020.4,2971.8,2939.3,2891.2,2844.2,2802.1,2774.6,2751.7,2742.6,2659.9,2629.9,2647.7,2643.2
01-07-2021,Gas,INITIAL,23623.1,135.2,132.3,131.6,132.5,132.3,131.7,132.3,132.3,132.7,132.1,131.9,132.4,133.0,133.7,135.4,142.8,156.6,173.7,194.5,200.9,215.5,234.1,247.9,248.9,249.4,249.2,248.2,245.8,245.6,246.2,249.8,257.0,274.9,296.8,282.2,278.3,275.5,270.1,271.6,261.3,254.4,254.7,255.0,252.5,247.3,243.7,240.1,241.9,239.6,242.4,240.0,241.3,245.7,254.2,253.9,253.0,261.7,255.6,254.9,253.0,269.8,267.3,256.3,255.9,264.6,267.7,269.8,290.3,299.4,307.5,408.3,526.1,522.5,562.2,518.7,453.3,403.2,376.5,356.0,338.8,299.1,280.0,275.9,276.1,261.6,232.0,209.3,208.0,204.7,205.4,196.1,165.4,152.0,151.1,150.1,149.5
01-07-2021,Gas-CC,INITIAL,354425.6,1520.0,1461.9,1507.2,1549.0,1482.6,1507.0,1477.6,1474.9,1489.1,1511.9,1515.5,1494.6,1549.7,1587.0,1658.3,1707.7,1745.7,1815.2,1929.6,2046.6,2330.3,2476.4,2599.0,2815.9,3121.5,3318.0,3498.1,3647.0,3852.1,3986.0,4035.8,4072.8,4116.5,4039.9,4007.5,4018.6,4049.1,4071.6,4086.7,4007.9,3983.6,3955.4,3957.1,3954.7,3949.0,3965.3,3962.2,3965.6,3982.0,3982.1,4024.6,4042.3,4073.9,4040.0,4039.5,4027.6,4020.2,4011.2,4007.1,4021.8,4025.3,4057.3,4107.3,4185.1,4275.6,4377.9,4525.1,4699.8,4952.6,5275.5,5468.2,5520.6,5547.6,5571.9,5541.2,5474.0,5382.7,5319.8,5279.6,5245.5,5160.7,5071.5,4997.5,4886.0,4801.8,4742.8,4663.4,4586.3,4437.1,4306.6,4174.0,4056.6,3969.8,3893.4,3852.6,3846.1
01-07-2021,Hydro,INITIAL,617.3,2.7,2.7,2.6,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.5,2.2,2.2,2.2,2.2,2.2,2.2,2.4,2.7,2.7,2.7,11.0,11.3,11.3,11.3,13.3,13.3,13.3,12.5,5.3,5.3,5.3,5.1,3.4,3.4,3.3,3.4,3.3,3.3,3.3,3.3,8.1,9.7,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.5,9.5,10.1,10.0,10.0,10.0,20.8,20.9,20.8,19.7,16.9,17.0,16.9,16.3,9.7,8.6,8.6,8.1,3.9,3.9,4.0,3.9,4.0,4.0,3.9,3.9
01-07-2021,Nuclear,INITIAL,122687.3,1277.5,1277.5,1277.4,1277.6,1277.3,1277.0,1277.4,1277.5,1277.5,1277.4,1277.4,1277.5,1277.5,1277.5,1277.9,1277.7,1277.7,1277.5,1277.5,1277.3,1277.5,1277.6,1277.7,1277.6,1277.8,1277.8,1277.7,1277.9,1277.7,1277.9,1277.9,1278.1,1277.9,1277.9,1278.1,1277.7,1277.7,1277.9,1277.9,1278.0,1277.9,1278.2,1277.9,1278.0,1278.1,1278.0,1278.1,1278.3,1278.1,1277.9,1277.8,1277.5,1277.8,1278.1,1278.2,1278.1,1278.3,1278.7,1278.6,1278.5,1278.2,1278.2,1278.2,1278.3,1278.3,1278.4,1278.5,1278.5,1278.2,1278.4,1278.1,1278.1,1278.5,1278.3,1278.4,1278.3,1278.3,1278.4,1278.0,1278.2,1278.2,1278.4,1278.3,1278.3,1278.2,1278.1,1278.3,1278.2,1278.2,1278.3,1278.8,1278.5,1278.6,1278.4,1278.4,1278.3
01-07-2021,Other,INITIAL,-16.9,0.3,-0.9,0.3,-0.8,-1.3,-1.7,-0.4,-0.6,-0.9,-1.2,-0.8,0.3,-1.6,-0.2,1.2,-2.0,-1.1,-0.4,-0.7,-0.8,0.6,-0.8,0.2,0.0,0.5,0.0,-0.3,0.7,-0.8,0.2,-0.7,-0.6,0.0,1.5,-0.9,-0.7,-0.5,0.4,1.7,3.4,3.9,1.4,-0.3,-0.6,-1.4,-2.4,-3.2,-2.5,-2.6,0.7,1.2,1.3,2.8,4.6,5.2,3.5,-0.4,-1.3,-1.4,-0.3,-1.5,-1.0,-1.1,-0.5,-1.8,-2.4,-2.4,-3.8,-4.8,-4.9,-5.1,3.9,3.5,1.7,2.2,3.6,2.4,1.7,1.4,2.0,-0.1,0.3,-1.0,-1.1,0.2,-0.5,0.2,-0.2,-0.9,-0.5,0.6,-0.2,-2.4,-1.5,-1.8,-0.4
01-07-2021,Solar,INITIAL,32201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,11.2,63.8,186.3,349.9,522.5,745.1,893.9,954.3,985.7,997.9,997.4,996.3,985.5,978.3,956.4,960.4,954.3,950.5,947.5,946.9,948.5,951.8,961.6,970.6,983.1,995.2,1009.4,1021.9,1029.0,1033.6,1032.4,1023.6,1008.5,971.1,904.6,763.0,558.5,368.2,202.0,68.1,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-07-2021,Wind,INITIAL,203798.7,4335.3,4351.8,4274.7,4146.2,4102.2,4039.5,4063.6,4085.4,4058.3,3980.3,3956.9,3953.4,3887.3,3823.5,3755.1,3671.8,3599.3,3511.9,3424.8,3387.0,3349.9,3299.9,3259.1,3239.6,3230.9,3227.1,3176.6,3103.9,3013.7,2944.0,2888.0,2826.4,2739.1,2637.5,2513.3,2277.0,1978.1,1751.0,1631.1,1621.6,1636.3,1632.1,1565.7,1493.6,1479.5,1419.3,1381.3,1318.8,1257.0,1209.2,1185.0,1162.9,1166.1,1154.0,1132.1,1083.5,1050.5,1021.2,980.1,934.7,879.1,849.7,818.1,759.9,720.4,682.5,649.1,614.7,583.6,566.0,587.9,637.5,694.0,741.7,845.0,956.9,1063.9,1165.8,1230.9,1299.4,1397.7,1470.6,1534.6,1611.6,1670.1,1724.9,1782.3,1824.2,1870.7,1914.9,1961.1,2041.4,2103.8,2088.2,2061.5,2016.1
01-08-2021,Biomass,INITIAL,544.3,5.7,5.7,5.7,5.7,5.7,5.6,5.6,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.6,5.7,5.7,5.5,5.4,5.5,5.4,5.6,5.6,5.6,5.6,5.6,5.6,5.4,5.6,5.6,5.5,5.6,5.4,5.4,5.4,5.5,5.5,5.4,5.3,5.7,5.7,5.7,5.7,5.6,5.8,5.8,5.8,5.8,5.9,6.0,6.0,5.9,5.9,6.0,5.9,5.7,5.9,5.8,5.9,5.7,5.7,5.7,5.9,5.8,5.8,5.7,5.9,5.8,5.7,5.7,5.6,5.6,5.4,5.4,5.4,5.4,5.5,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.5,5.4
01-08-2021,Coal,INITIAL,287645.6,2565.9,2548.6,2556.9,2521.7,2515.8,2529.4,2550.8,2559.3,2557.5,2565.4,2545.7,2535.3,2544.0,2532.0,2567.9,2592.6,2629.5,2697.2,2739.4,2747.3,2784.1,2828.6,2850.9,2843.2,2866.6,2952.5,3021.4,3065.9,3121.5,3154.2,3187.1,3191.9,3215.5,3219.1,3205.2,3186.9,3151.4,3094.4,3074.2,3055.8,3105.9,3147.6,3126.1,3131.4,3182.9,3179.1,3215.4,3235.7,3220.0,3215.3,3198.5,3155.4,3127.9,3111.6,3092.3,3050.5,3035.9,3006.8,2942.1,2906.6,2889.7,2885.1,2880.7,2874.3,2854.7,2853.2,2932.3,3002.9,3068.1,3160.5,3193.7,3187.7,3193.9,3193.4,3186.1,3175.4,3229.3,3241.7,3243.4,3246.1,3249.8,3253.7,3255.4,3248.5,3245.7,3218.1,3204.7,3203.6,3200.6,3177.2,3150.6,3118.9,3110.1,3121.7,3157.3,3177.5
01-08-2021,Gas,INITIAL,36345.9,150.0,149.8,149.5,149.3,148.9,148.4,149.4,148.5,148.8,149.0,149.2,150.2,150.8,152.7,155.2,158.0,172.0,165.4,166.4,177.4,200.8,250.2,314.0,385.9,463.6,481.4,515.3,539.5,554.4,577.2,578.0,569.5,574.9,558.2,547.1,547.7,545.5,554.2,544.4,544.5,497.1,455.1,448.6,448.6,439.9,446.4,442.8,441.9,440.0,442.4,442.2,437.2,427.0,426.0,428.4,435.1,451.1,461.3,462.5,429.5,432.1,435.6,438.1,437.0,444.5,455.1,458.1,458.9,465.0,466.8,468.3,471.6,470.2,478.7,488.8,515.1,516.7,518.5,517.4,513.6,504.6,485.2,425.0,407.7,394.2,370.9,354.6,350.3,328.4,268.8,222.3,190.6,186.6,187.6,188.8,192.3
01-08-2021,Gas-CC,INITIAL,464494.2,3828.3,3849.0,3826.9,3806.2,3801.9,3822.8,3847.7,3843.2,3849.7,3879.0,3883.1,3912.1,3958.6,3963.3,4024.7,4073.0,4149.5,4266.4,4361.5,4446.3,4558.9,4576.9,4628.9,4619.4,4699.3,4809.3,4944.8,5045.1,5157.7,5223.3,5241.6,5228.5,5280.3,5272.2,5221.1,5159.1,5106.0,5072.7,5002.1,4959.9,4964.6,5038.7,5015.9,5057.6,5048.4,5051.9,5042.7,5069.3,5053.5,5022.9,4980.3,4917.4,4904.9,4825.5,4778.8,4737.8,4660.7,4629.9,4523.2,4491.0,4444.5,4459.6,4431.2,4430.0,4423.5,4487.6,4558.5,4654.5,4749.5,4946.7,5188.7,5483.8,5614.7,5637.3,5649.1,5614.5,5585.4,5553.6,5535.9,5488.8,5452.2,5439.5,5502.4,5483.9,5434.5,5453.6,5468.3,5454.8,5368.8,5419.4,5425.8,5427.2,5377.9,5328.7,5248.1,5255.8
01-08-2021,Hydro,INITIAL,601.7,3.6,3.5,3.4,3.3,3.3,3.3,3.2,3.2,10.9,11.1,11.1,10.4,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.0,2.9,3.1,3.2,3.2,3.2,3.5,3.6,3.6,3.6,11.5,11.7,11.7,11.7,13.6,13.6,13.6,12.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,9.0,10.0,10.0,9.9,10.1,10.4,10.4,10.3,10.4,10.4,10.5,10.4,10.4,10.4,10.4,10.4,10.5,10.4,10.4,10.4,10.4,10.4,10.4,10.4,7.2,4.1,4.1,4.1,4.2,4.2,4.2,4.1,3.4,3.4,3.4,3.4
01-08-2021,Nuclear,INITIAL,122598.1,1278.4,1278.3,1278.2,1278.4,1278.4,1278.4,1278.4,1278.3,1277.9,1277.5,1276.4,1276.4,1276.5,1276.3,1276.4,1276.5,1277.0,1276.7,1276.7,1276.9,1276.9,1276.5,1276.5,1276.5,1277.0,1277.1,1276.5,1276.5,1276.0,1276.1,1275.7,1275.8,1275.5,1275.6,1276.1,1276.3,1276.3,1276.3,1276.4,1276.6,1276.4,1276.5,1276.6,1276.7,1276.7,1276.9,1276.8,1277.1,1277.2,1277.1,1277.2,1277.3,1277.4,1277.7,1277.5,1277.6,1277.5,1277.4,1277.5,1277.5,1277.2,1277.4,1277.4,1277.5,1277.2,1277.7,1277.5,1277.3,1277.4,1277.4,1277.5,1277.5,1277.4,1277.3,1277.4,1277.3,1277.6,1277.3,1277.2,1277.2,1277.3,1277.4,1277.5,1277.2,1277.5,1277.2,1277.2,1276.9,1277.2,1277.2,1276.9,1277.0,1276.9,1277.0,1276.9,1276.8
01-08-2021,Other,INITIAL,-67.7,-0.4,-0.1,-0.4,-1.1,-1.4,-0.9,-1.3,-1.6,-1.7,-1.3,-1.2,-0.6,-1.8,-0.6,-1.7,-1.5,0.1,-2.6,-1.1,-1.1,-0.3,-0.9,-0.7,-0.2,0.0,0.1,-0.1,0.1,-1.0,-0.2,-0.9,0.0,-0.6,-0.4,-0.5,-0.3,-3.1,-2.5,-2.5,-2.4,-3.6,-3.3,-2.3,-3.0,-2.3,-0.3,-2.4,0.1,1.2,0.5,1.3,1.6,-0.4,-0.5,-0.4,-0.4,0.3,0.3,-0.2,-0.1,-0.2,-0.7,-0.1,-0.1,-1.0,-0.6,-0.1,-1.3,-2.9,-5.7,-5.1,-5.2,2.5,3.9,4.4,3.4,3.1,3.1,2.7,-0.1,0.0,0.6,-1.2,-0.9,-0.7,-0.7,-0.9,-0.7,0.5,-1.8,-0.5,-0.8,-3.5,-2.4,-0.3,-1.6
01-08-2021,Solar,INITIAL,24336.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,10.4,51.9,139.7,261.5,343.8,450.4,531.4,608.3,594.4,567.0,548.1,664.3,645.3,700.8,755.5,756.9,744.9,766.6,770.1,772.3,789.3,788.6,800.8,814.7,819.6,798.4,781.4,856.9,857.1,834.4,795.6,759.6,775.8,766.6,707.3,630.4,488.4,314.6,176.6,66.6,10.8,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-08-2021,Wind,INITIAL,113254.9,1987.7,1953.2,1945.7,1950.5,1919.4,1882.8,1826.5,1792.4,1777.5,1782.3,1800.6,1778.0,1773.6,1792.2,1761.5,1715.8,1672.3,1592.2,1535.1,1545.7,1594.7,1627.1,1687.5,1797.4,1870.4,1868.9,1819.3,1811.6,1786.2,1766.2,1759.0,1778.7,1734.0,1679.4,1584.0,1513.4,1458.6,1424.6,1402.5,1420.1,1417.6,1334.6,1223.9,1123.8,1011.5,891.4,769.7,656.8,571.4,520.4,487.5,456.8,420.7,403.1,384.6,370.4,364.3,376.0,395.1,407.8,427.3,454.7,474.5,483.7,494.3,500.9,497.6,499.6,510.7,524.6,552.8,591.1,644.2,712.1,784.1,849.9,894.2,922.0,979.8,1027.6,1057.2,1082.5,1089.6,1106.3,1148.3,1165.2,1144.0,1122.7,1117.2,1115.4,1124.0,1129.9,1124.7,1091.4,1047.8,1007.0
01-09-2021,Biomass,INITIAL,534.2,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.8,5.6,5.6,5.6,5.6,5.5,5.4,5.4,5.4,5.5,5.5,5.4,5.4,5.4,5.4,5.5,5.8,5.6,5.5,5.6,5.4,5.6,5.8,5.9,5.7,5.6,5.7,5.5,5.2,5.0,5.1,5.2,5.3,5.3,5.3,5.3,5.5,5.7,5.7,5.7,5.9,5.9,5.9,5.7,5.6,5.3,5.3,5.3,5.3,5.3,5.2,5.0,5.1,5.7,5.7,5.6,5.3,5.3,5.3,5.2,5.2,5.6,5.7,5.8,6.0,5.8,6.0,5.8,5.9,5.9,5.7,5.9,6.0,5.9,5.9,5.7,5.7,5.8,5.9,5.9,5.7,5.9,5.8,5.8,5.7,5.7,5.7,5.8
01-09-2021,Coal,INITIAL,279393.1,3113.6,3061.7,3002.8,3007.5,3028.3,3029.2,3016.5,3016.0,3015.0,3017.5,2996.1,2988.5,2979.6,2976.0,2968.6,2964.8,2979.4,3017.0,3043.8,3070.9,3089.8,3140.8,3182.5,3222.1,3188.4,3170.0,3173.2,3185.9,3158.6,3174.0,3188.9,3227.4,3217.6,3145.1,3069.3,3030.2,2956.9,2871.3,2857.8,2844.8,2847.2,2864.5,2886.3,2904.3,2908.8,2908.8,2902.6,2903.6,2913.8,2919.4,2921.3,2919.6,2914.7,2909.7,2910.0,2907.1,2897.6,2887.0,2896.2,2877.4,2867.5,2854.6,2829.1,2821.2,2777.9,2759.6,2748.4,2739.3,2742.3,2783.9,2833.8,2850.9,2875.6,2889.5,2889.2,2892.8,2898.0,2896.7,2891.0,2896.3,2908.3,2915.9,2928.7,2931.4,2925.5,2893.8,2862.6,2799.2,2641.3,2515.5,2467.6,2396.1,2314.9,2258.4,2250.4,2258.4
01-09-2021,Gas,INITIAL,34517.1,193.0,197.9,195.2,191.4,189.3,190.0,189.4,190.1,190.9,190.0,190.1,199.9,232.2,242.4,244.8,276.4,346.5,307.9,341.3,365.7,398.9,367.9,374.0,420.9,477.0,530.7,576.4,618.2,675.9,713.1,726.2,756.4,783.1,840.8,856.8,812.3,815.2,922.9,862.8,776.0,690.4,585.9,523.7,463.4,443.8,443.9,440.2,425.9,402.4,364.8,314.4,303.4,305.9,306.3,307.4,303.7,301.5,299.3,301.8,299.4,300.5,299.0,300.8,302.0,302.7,301.1,300.4,300.3,301.8,300.9,295.4,289.1,256.9,242.1,239.4,238.4,239.0,238.2,238.3,240.3,241.3,241.1,239.6,242.3,229.0,201.3,185.0,182.5,182.0,181.6,180.1,179.1,179.2,179.2,175.5,174.4
01-09-2021,Gas-CC,INITIAL,475480.5,5297.7,5327.0,5338.6,5309.9,5241.6,5210.5,5152.3,5212.9,5269.1,5310.1,5338.2,5388.2,5412.6,5447.7,5516.3,5572.9,5546.6,5587.2,5623.2,5660.2,5639.0,5657.7,5673.0,5697.3,5825.5,5928.8,5950.7,5980.7,6001.1,5974.4,5976.4,6016.3,6073.0,6090.6,6093.5,6070.7,6051.3,5953.1,5944.9,5911.6,5838.7,5741.7,5615.6,5459.8,5360.8,5208.0,5045.0,4913.1,4832.5,4755.7,4762.1,4697.9,4645.5,4545.1,4513.5,4532.5,4477.4,4365.1,4313.5,4292.6,4165.7,4133.8,4100.5,4091.3,4055.1,4043.4,4018.0,4001.8,4033.9,4123.5,4285.6,4547.2,4684.1,4717.0,4658.1,4582.8,4558.1,4523.0,4490.3,4513.8,4488.8,4478.3,4451.2,4407.8,4443.0,4406.9,4236.8,4086.0,3981.4,3900.1,3801.9,3711.0,3678.8,3632.6,3616.5,3643.8
01-09-2021,Hydro,INITIAL,523.0,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,3.2,3.1,3.1,3.1,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.8,2.7,2.7,2.9,3.0,3.1,3.2,3.4,3.6,11.4,11.5,11.5,11.0,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,4.0,4.3,10.2,10.2,10.2,10.1,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.3,10.4,10.5,10.5,10.5,10.5,10.5,10.4,10.4,10.4,4.6,4.1,4.1,4.1,3.6,3.6,3.6,3.6,3.3,3.2,3.2,3.2
01-09-2021,Nuclear,INITIAL,122545.0,1277.0,1277.3,1277.7,1277.1,1276.4,1276.5,1276.4,1276.2,1276.1,1276.2,1275.8,1276.1,1275.9,1275.8,1275.8,1275.8,1275.3,1276.1,1275.5,1275.4,1275.4,1275.8,1275.8,1275.4,1275.5,1275.2,1274.9,1274.8,1274.5,1274.9,1275.0,1275.3,1275.0,1275.1,1275.8,1275.4,1275.1,1275.4,1275.1,1275.2,1275.4,1275.7,1275.7,1275.9,1276.4,1276.4,1276.9,1277.3,1277.3,1277.6,1277.4,1277.2,1277.4,1277.3,1277.5,1277.2,1277.5,1278.1,1278.1,1277.5,1277.1,1277.5,1277.4,1276.8,1277.1,1277.2,1277.2,1276.8,1277.2,1277.0,1277.0,1277.2,1277.1,1277.2,1277.1,1277.0,1277.5,1277.4,1277.2,1277.3,1277.0,1276.9,1276.6,1277.4,1277.2,1277.0,1277.1,1277.0,1277.2,1277.3,1277.2,1277.2,1276.6,1277.1,1276.9,1277.2
01-09-2021,Other,INITIAL,-66.1,-1.2,-1.2,-0.7,-0.8,-0.4,-0.2,0.0,-1.2,-1.0,-0.9,-0.4,-0.8,-0.3,-0.7,-1.1,-1.0,-0.7,-0.6,-1.4,-1.8,0.1,-0.5,-0.2,-0.8,-1.0,-0.8,-0.1,-0.3,-0.9,-0.1,-0.6,1.3,0.8,-0.6,-1.1,-1.8,4.9,3.1,-1.5,-1.0,-1.0,-0.9,-0.4,-1.1,0.5,-1.5,-1.4,-0.5,-1.4,-3.0,-4.3,-3.2,-0.8,-0.8,0.1,-1.0,-1.3,-0.7,-0.6,-1.2,0.2,-0.1,-0.7,-1.3,-0.1,-0.8,0.2,-0.6,-1.2,-1.3,-2.3,-3.1,-1.1,-0.2,0.0,-0.6,0.0,-0.6,0.6,-0.3,-0.3,0.7,-1.8,0.2,0.9,-1.1,-0.4,-1.3,-0.1,0.3,-1.2,1.1,-4.5,-2.2,-1.6,0.3
