Date,Fuel,Settlement Type,Total,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,0:00
01-03-2021,Gas,INITIAL,16407.8,140.8,140.5,140.3,138.1,136.5,137.9,137.6,137.2,136.2,136.2,137.2,138.6,137.6,138.2,138.1,137.7,137.1,136.4,136.9,137.7,139.2,151.0,170.3,187.2,194.0,195.0,196.0,199.6,200.2,199.7,199.4,197.6,193.4,191.2,189.8,190.5,189.4,188.2,185.9,185.2,181.1,185.7,183.9,182.7,182.9,183.5,188.1,182.8,179.9,177.8,178.1,176.0,177.0,175.3,177.3,182.0,186.0,186.7,186.0,184.6,183.5,179.0,179.7,179.1,181.4,179.1,182.9,185.9,184.7,189.5,193.1,189.6,187.8,187.9,189.0,190.6,187.9,188.1,194.3,190.7,184.8,183.8,181.3,178.8,180.1,180.4,181.2,181.0,170.5,147.5,130.3,128.9,128.4,129.6,129.5,130.6
01-03-2021,Gas-CC,INITIAL,337364.2,3102.7,3065.1,3001.0,2981.4,3035.4,3042.5,3070.1,3047.8,2997.1,2953.4,2907.7,2916.2,2951.2,2968.7,2957.3,2946.5,2951.3,2980.8,2991.6,3101.9,3212.9,3261.2,3279.7,3310.3,3457.6,3549.0,3591.9,3595.7,3634.2,3635.6,3645.8,3630.8,3605.8,3577.8,3540.0,3551.6,3577.1,3612.3,3632.6,3639.6,3719.4,3771.0,3771.1,3751.2,3752.2,3738.7,3794.3,3779.1,3754.6,3751.1,3742.4,3727.4,3736.1,3735.5,3726.1,3738.1,3712.8,3715.4,3706.8,3704.5,3691.8,3705.5,3736.1,3773.4,3851.7,3885.3,3975.9,4116.4,4071.4,4131.4,4188.2,4270.3,4302.8,4243.1,4158.0,4129.4,4107.0,4050.4,3978.4,3938.1,3871.2,3829.8,3801.0,3709.0,3651.0,3553.2,3382.8,3255.5,3129.6,3042.1,2967.1,2892.6,2786.9,2661.7,2604.0,2582.9
01-03-2021,Hydro,INITIAL,530.8,8.5,9.3,9.2,9.3,3.5,2.6,2.5,2.4,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.8,8.0,8.5,8.4,8.4,8.4,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.4,8.4,16.9,17.1,17.0,16.4,4.8,4.6,8.6,4.4,2.7,2.7,2.7,2.7,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13.5,13.6,13.6,12.5,9.8,9.9,9.8,9.1,7.6,7.6,7.6,7.2,3.0,3.0,3.0,2.9,2.4,2.4,2.4,2.4
01-03-2021,Nuclear,INITIAL,122609.6,1277.1,1277.3,1277.3,1277.7,1277.5,1277.4,1277.2,1277.3,1277.2,1277.1,1276.8,1277.2,1276.9,1277.1,1276.8,1276.4,1276.5,1276.8,1276.9,1276.9,1276.9,1277.0,1276.7,1276.9,1276.9,1276.9,1276.8,1276.7,1276.7,1276.9,1276.7,1276.9,1276.6,1276.6,1276.7,1276.7,1276.7,1276.7,1276.7,1276.5,1276.7,1276.8,1276.5,1276.6,1276.5,1277.5,1277.6,1277.1,1277.1,1277.2,1277.4,1277.1,1277.3,1277.1,1277.3,1277.2,1277.2,1277.1,1277.3,1277.2,1277.4,1277.3,1277.3,1277.2,1277.0,1277.1,1277.3,1277.4,1277.3,1277.3,1277.4,1276.8,1276.5,1276.2,1276.4,1276.3,1276.4,1276.4,1276.1,1277.6,1278.2,1278.3,1278.1,1277.9,1278.3,1278.3,1278.4,1278.2,1278.3,1278.2,1278.3,1278.4,1278.4,1278.5,1278.4,1278.4
01-03-2021,Other,INITIAL,-64.9,0.7,-2.0,-0.2,-0.3,-1.0,-1.0,-0.7,-0.4,0.1,-0.4,-0.7,0.0,0.1,-0.4,-0.3,-0.2,-0.6,-0.8,0.2,0.6,-0.4,-0.8,-0.2,-0.5,-2.5,-5.4,-4.8,-5.0,-1.9,-0.5,-0.4,-0.1,-0.4,-0.1,0.1,0.1,-0.8,-0.4,0.2,0.8,-2.0,-0.2,-0.3,-0.4,-0.2,-0.4,1.0,1.0,-2.2,-0.7,-2.1,-1.6,-1.1,-1.5,-0.2,-2.0,-1.0,-1.4,-0.8,-1.3,-0.3,-0.5,-0.9,-0.5,-1.0,-0.7,-0.4,-1.6,-2.3,-6.7,-5.3,-5.2,-2.4,-0.3,1.7,1.4,3.5,2.9,1.6,1.3,1.9,1.5,0.7,1.3,0.4,0.7,0.3,-0.8,-2.5,-2.0,-0.8,-0.7,-0.2,0.1,0.3,-1.1
01-03-2021,Solar,INITIAL,29292.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.9,15.7,72.2,192.6,354.7,531.9,708.7,829.0,882.1,907.3,921.4,916.3,917.8,921.4,916.5,909.5,902.9,897.0,893.5,889.7,888.8,890.2,892.9,898.9,906.6,915.7,925.7,933.3,943.5,940.0,944.8,938.8,927.9,898.1,811.1,721.6,580.8,328.7,234.0,135.8,40.0,7.6,2.4,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-03-2021,Wind,INITIAL,259027.9,4096.7,4086.0,4106.4,4132.5,4105.5,4085.3,4025.7,4034.2,4065.7,4134.3,4183.3,4177.5,4152.5,4157.0,4171.8,4195.9,4198.9,4182.1,4185.9,4139.8,4075.4,4020.6,4009.2,3992.9,3968.2,3954.4,3915.6,3934.2,3959.1,3928.4,3902.2,3893.1,3853.0,3788.9,3660.9,3449.7,3156.7,2854.3,2614.7,2431.3,2288.9,2116.0,1971.0,1860.3,1752.4,1677.3,1602.8,1551.5,1461.5,1396.1,1350.0,1297.9,1243.5,1180.1,1119.8,1062.0,1011.8,960.3,925.5,898.0,890.1,890.9,866.2,850.2,836.2,833.6,807.6,821.4,836.2,892.1,970.8,1057.7,1152.8,1291.8,1448.6,1627.8,1809.8,2002.3,2148.5,2288.9,2418.4,2572.4,2715.6,2870.4,2963.6,3037.7,3136.6,3201.9,3243.7,3291.3,3325.4,3363.8,3409.6,3465.2,3478.1,3504.4
01-04-2021,Biomass,INITIAL,421.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.4,4.0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.8,3.8,3.9,4.1,4.3,4.5,4.5,4.5,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5,4.5,4.3,4.3,4.2,4.4,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.3,4.2,4.2,4.2,4.2,4.4,4.6,4.6,4.6,4.6,4.6,4.6,4.4,4.2,4.2,4.2,4.2,4.3,4.2,4.2
01-04-2021,Coal,INITIAL,185987.8,1483.4,1442.1,1411.0,1396.4,1391.3,1408.4,1418.3,1436.9,1455.2,1470.4,1475.4,1476.1,1477.1,1479.3,1479.4,1477.1,1476.8,1490.7,1506.6,1502.1,1516.1,1537.4,1553.0,1556.0,1579.1,1621.0,1667.0,1705.9,1743.2,1789.9,1836.3,1895.1,2018.4,2017.9,1870.2,1805.9,1743.9,1716.8,1707.4,1714.6,1705.8,1692.0,1704.0,1702.4,1696.1,1713.5,1712.4,1685.7,1679.1,1687.0,1694.0,1694.1,1704.6,1705.1,1698.7,1690.8,1696.0,1700.3,1707.1,1714.1,1715.8,1708.1,1712.1,1724.4,1745.6,1816.4,1890.8,2007.0,2140.3,2296.8,2453.2,2599.5,2697.4,2760.9,2812.8,2841.5,2856.8,2867.9,2867.7,2860.0,2840.0,2820.5,2823.8,2812.4,2768.2,2732.3,2693.4,2668.9,2646.4,2645.4,2581.9,2478.0,2415.4,2400.1,2342.2,2212.1
01-04-2021,Gas,INITIAL,23442.8,130.6,128.8,128.5,128.5,127.8,127.2,126.7,126.8,128.2,127.6,126.5,126.0,126.2,127.0,127.1,127.2,131.2,133.7,135.8,141.9,148.3,170.1,201.0,243.8,262.2,279.7,297.8,301.7,304.0,305.2,303.8,304.8,289.2,280.8,276.6,281.6,283.5,297.5,302.0,299.6,301.0,295.9,292.4,287.9,282.7,280.7,280.0,278.8,275.2,275.3,266.4,263.4,252.7,248.9,248.1,248.7,257.0,262.9,268.8,268.0,276.0,281.5,273.5,271.8,282.2,283.3,286.3,301.9,335.8,335.4,332.5,339.0,337.3,326.8,324.2,324.0,304.8,290.5,283.4,284.9,279.4,278.9,279.4,278.8,272.1,269.3,270.1,269.5,267.6,268.1,268.7,268.3,234.5,161.7,124.4,125.0
01-04-2021,Gas-CC,INITIAL,386124.0,2572.1,2575.4,2559.7,2560.2,2576.0,2588.5,2591.7,2611.5,2625.6,2607.7,2661.8,2684.6,2743.6,2773.8,2766.2,2833.6,2929.8,3034.1,3081.8,3166.8,3286.5,3433.3,3515.0,3637.4,3798.2,3961.9,4005.3,4156.4,4372.7,4534.0,4568.5,4655.1,4652.9,4560.2,4485.7,4410.4,4303.5,4208.8,4137.7,4082.7,4056.7,4011.5,4029.2,4036.1,4004.5,3997.8,3976.3,3936.3,3913.8,3915.6,3922.5,3906.3,3918.8,3936.1,3964.5,4026.0,4087.7,4104.7,4131.1,4182.1,4225.7,4250.6,4299.2,4381.4,4431.2,4489.4,4586.6,4704.4,4757.1,4913.1,4991.4,5054.4,5070.4,5057.9,5049.3,5033.0,5015.3,5002.5,4979.5,4973.8,4993.8,4985.7,4955.2,4898.9,4835.7,4785.7,4719.5,4656.5,4557.0,4457.1,4370.4,4322.1,4271.5,4252.9,4219.8,4207.2
01-04-2021,Hydro,INITIAL,591.3,6.5,8.6,8.6,8.6,4.2,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.3,2.2,2.3,2.3,2.3,2.3,2.3,2.3,2.2,2.2,2.2,7.9,8.5,8.6,8.6,8.6,8.8,8.8,8.9,8.9,8.9,8.9,8.9,9.0,9.0,9.0,9.0,16.9,17.5,17.5,17.6,15.4,13.4,13.4,12.4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.8,3.8,3.8,3.8,14.5,14.6,14.5,13.4,10.7,10.7,10.7,10.0,8.5,8.5,8.5,7.9,3.7,3.6,3.6,3.6,3.2,3.3,3.2,3.7
01-04-2021,Nuclear,INITIAL,122774.7,1278.5,1278.3,1278.3,1278.3,1278.4,1278.5,1278.6,1278.6,1278.5,1278.6,1278.5,1278.6,1278.1,1277.7,1277.7,1278.0,1278.0,1278.0,1277.9,1277.8,1278.0,1277.8,1277.8,1277.7,1278.0,1277.5,1278.2,1278.1,1278.4,1278.3,1278.2,1278.3,1278.1,1277.9,1277.9,1277.7,1277.7,1277.6,1278.4,1279.0,1279.1,1279.2,1278.9,1278.8,1278.8,1278.4,1278.6,1278.6,1278.8,1278.9,1278.7,1279.1,1278.6,1278.9,1278.8,1278.9,1278.8,1278.9,1279.4,1279.4,1279.3,1279.2,1279.2,1279.6,1279.5,1279.4,1279.7,1279.3,1280.0,1279.3,1279.4,1279.4,1279.3,1279.4,1279.3,1279.4,1279.5,1279.5,1279.2,1279.5,1279.5,1279.4,1279.5,1279.3,1279.2,1279.5,1280.0,1280.5,1281.0,1280.7,1280.8,1280.7,1280.7,1280.7,1280.7,1280.8
01-04-2021,Other,INITIAL,-32.6,0.0,-0.3,0.3,0.6,0.2,-0.5,0.4,1.1,-0.4,-0.4,0.3,0.1,-0.1,0.2,0.4,0.3,-0.3,0.1,0.5,-0.2,0.3,-0.1,0.4,0.5,-0.9,-2.8,-1.9,-1.7,-2.1,-1.9,-1.4,-1.4,-2.3,-2.0,-1.1,-2.2,-3.0,-2.6,-2.5,-2.0,-2.3,-1.6,-2.2,-2.9,-0.1,0.6,0.8,2.0,2.1,2.0,2.4,1.8,0.7,1.2,0.6,1.3,0.3,0.6,0.1,0.8,-1.5,1.7,1.7,3.2,-1.1,-0.1,0.7,-0.1,0.0,-5.7,-4.0,-3.2,-1.0,0.5,1.1,-0.5,0.3,1.8,-0.7,-0.2,0.0,0.1,-0.1,-0.3,0.1,0.0,0.1,0.1,-0.3,-0.2,0.2,0.0,-2.2,-2.3,-0.4,0.1
01-04-2021,Solar,INITIAL,29724.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,8.6,64.7,190.8,354.7,534.4,716.1,837.2,885.3,914.0,928.5,916.5,905.5,897.7,892.5,893.2,897.6,888.8,881.0,879.5,876.6,876.7,881.2,889.4,900.4,911.8,921.2,933.2,943.2,947.5,953.0,954.2,943.3,919.8,876.5,808.1,665.3,486.8,314.9,162.2,51.6,8.2,2.3,2.3,2.3,2.3,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-04-2021,Wind,INITIAL,202812.6,3545.2,3541.6,3524.2,3521.2,3545.1,3520.4,3452.1,3398.3,3398.6,3392.9,3355.2,3348.7,3326.3,3365.8,3395.2,3381.4,3356.4,3328.3,3373.1,3405.6,3443.2,3462.6,3507.4,3527.5,3578.7,3569.6,3616.6,3603.5,3568.6,3487.4,3452.8,3335.5,3152.4,3080.7,3032.4,2895.1,2687.3,2551.5,2466.5,2380.8,2338.5,2335.9,2245.2,2171.9,2117.8,2044.1,2002.4,1992.1,1985.5,1924.4,1877.5,1866.9,1820.7,1769.3,1695.1,1606.6,1504.0,1439.8,1361.6,1296.1,1242.0,1190.9,1151.1,1078.8,1034.5,987.6,943.2,873.4,794.0,739.1,738.0,791.5,847.7,880.9,884.3,875.7,870.9,856.8,842.4,815.1,783.5,772.2,765.9,787.1,814.1,840.4,869.7,862.6,857.5,873.7,907.3,944.9,961.8,979.9,1014.9,1068.0
01-05-2021,Biomass,INITIAL,449.0,4.2,4.2,4.3,4.2,4.3,4.1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.1,4.3,4.3,4.3,4.3,4.4,4.3,4.3,4.1,4.0,4.0,4.0,4.0,3.8,3.7,3.9,4.0,3.9,3.9,3.9,3.9,4.0,4.0,4.1,4.2,4.2,4.2,4.4,5.1,5.5,5.5,5.5,5.3,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.3
01-05-2021,Coal,INITIAL,194876.9,2115.1,2095.2,2069.8,2081.5,2082.1,2091.5,2080.8,2062.4,2056.2,2069.5,2072.4,2076.4,2080.9,2083.2,2102.7,2128.9,2167.7,2213.7,2240.5,2275.2,2285.2,2389.2,2490.0,2574.9,2676.6,2816.0,2888.3,2940.3,2967.4,2971.3,2935.2,2855.2,2790.5,2664.5,2520.7,2364.9,2303.7,2278.4,2300.2,2361.2,2427.5,2399.7,2297.4,2199.2,2078.3,2016.0,1959.0,1880.9,1856.1,1867.6,1856.6,1843.5,1835.4,1834.7,1808.8,1736.0,1645.9,1603.1,1609.2,1611.1,1623.5,1609.4,1629.8,1682.7,1714.0,1753.6,1804.4,1896.2,2017.3,2053.2,2077.7,2109.2,2133.9,2048.7,1950.5,1883.3,1853.4,1854.9,1847.0,1815.5,1783.8,1748.4,1704.9,1709.1,1703.9,1668.0,1596.0,1538.5,1494.2,1462.2,1431.3,1403.0,1369.8,1338.9,1295.7,1285.7
01-05-2021,Gas,INITIAL,12417.3,125.8,126.0,126.3,124.8,125.0,124.4,125.2,124.7,125.3,125.1,124.4,123.6,123.6,123.1,123.9,123.7,123.3,123.4,123.4,122.8,122.6,121.9,122.1,129.1,133.5,132.9,134.4,135.9,139.5,136.8,134.7,134.9,129.6,125.6,124.7,124.5,124.0,125.0,124.8,125.2,123.5,132.1,132.5,131.5,131.2,139.8,137.8,129.6,128.7,127.5,126.2,125.8,124.6,124.1,124.0,123.7,124.1,124.0,124.2,124.5,123.6,129.7,133.5,135.0,135.1,138.3,136.5,138.3,136.6,142.3,152.6,153.9,154.5,154.8,151.6,148.4,145.6,144.7,142.1,139.3,138.2,138.1,125.1,120.7,121.0,119.9,120.2,120.0,119.5,119.1,119.2,118.7,118.5,118.9,118.0,116.7
01-05-2021,Gas-CC,INITIAL,302496.4,4166.7,4113.4,4081.6,4083.1,4075.7,4070.8,4048.0,4037.6,4051.3,4056.9,4056.3,4070.0,4085.4,4099.3,4126.3,4144.9,4211.2,4218.1,4249.4,4299.3,4441.0,4459.1,4557.2,4618.0,4724.9,4780.2,4880.1,4939.9,5037.8,5005.0,4905.7,4803.3,4739.3,4633.4,4522.5,4347.8,4188.8,4120.9,4083.3,3965.7,3881.5,3821.4,3701.8,3597.5,3498.2,3448.2,3329.7,3266.7,3186.7,3100.3,2958.5,2865.8,2732.8,2639.1,2466.4,2402.6,2373.0,2318.5,2270.0,2199.2,2200.0,2074.8,2136.8,2242.0,2158.1,2274.8,2328.1,2402.2,2432.4,2395.3,2401.7,2410.2,2402.7,2315.4,2246.7,2244.3,2179.0,2117.2,2028.0,1911.2,1868.3,1828.8,1839.7,1810.0,1700.9,1603.1,1547.6,1479.7,1426.1,1294.9,1244.5,1274.4,1236.4,1122.0,1086.3,1075.6
01-05-2021,Hydro,INITIAL,665.8,9.2,9.2,9.3,9.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.1,6.5,9.4,9.4,9.4,9.4,9.3,9.4,9.3,9.6,9.8,9.7,9.8,10.0,10.2,10.1,10.2,17.9,18.0,18.0,17.2,8.0,5.7,5.7,5.6,3.8,3.8,3.8,3.8,3.8,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,14.3,14.4,14.4,13.7,13.7,13.8,13.9,13.4,15.2,15.1,15.1,14.4,7.9,7.9,7.7,7.3,3.2,3.2,3.1,3.0
01-05-2021,Nuclear,INITIAL,122766.1,1280.7,1280.5,1280.7,1280.5,1280.3,1280.6,1279.6,1279.1,1279.3,1279.5,1279.4,1279.2,1279.3,1279.5,1279.4,1279.2,1279.4,1279.3,1279.5,1279.2,1279.6,1279.5,1279.3,1279.5,1279.5,1279.4,1279.4,1279.3,1279.3,1279.4,1279.5,1279.5,1279.3,1279.4,1279.3,1279.3,1278.9,1279.1,1278.8,1279.2,1278.8,1278.8,1279.1,1278.8,1279.0,1278.9,1279.1,1279.1,1279.1,1278.8,1278.8,1278.1,1278.9,1278.8,1278.9,1278.7,1278.1,1278.4,1278.2,1278.4,1278.0,1278.3,1278.0,1277.9,1277.5,1278.1,1277.9,1278.1,1277.8,1277.9,1278.0,1278.0,1277.8,1278.0,1278.0,1278.0,1278.3,1277.8,1277.4,1277.8,1278.0,1277.7,1277.5,1277.5,1277.7,1277.2,1278.0,1277.3,1277.3,1278.4,1279.4,1279.5,1279.5,1278.9,1279.0,1278.9
01-05-2021,Other,INITIAL,-9.6,0.0,-0.2,0.4,-0.9,-0.1,3.2,3.9,4.7,0.7,0.3,-0.4,-0.5,0.0,0.0,0.0,-0.2,-0.3,-0.6,0.0,0.0,-0.4,-0.1,-0.8,0.2,-3.5,-2.6,-3.7,-1.9,-3.0,-1.0,-0.7,-0.5,-0.9,0.2,-0.2,1.2,1.3,2.0,1.6,0.7,1.1,-0.1,1.1,1.0,0.2,0.9,1.6,0.5,0.7,0.1,2.5,2.5,1.0,-2.1,-1.0,-1.1,-1.4,2.3,-3.1,0.3,-0.6,3.5,-1.5,0.3,0.2,-0.7,0.6,0.3,-0.7,0.8,0.9,1.0,-0.3,1.4,0.6,-0.7,0.8,-0.5,-0.7,-0.1,0.7,2.1,0.2,-0.3,0.0,-3.2,-1.0,0.7,-1.6,-1.5,-0.6,-1.1,-1.8,-5.7,-3.9,-2.2
01-05-2021,Solar,INITIAL,23612.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.3,63.2,168.1,306.2,449.3,616.9,714.2,743.1,780.1,798.1,792.4,813.8,810.8,801.6,765.4,790.2,800.3,797.4,760.7,766.8,804.6,816.1,797.8,822.9,820.8,816.4,804.5,739.2,716.1,669.7,724.7,607.2,489.0,431.7,306.2,290.4,202.9,109.4,68.1,23.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01-05-2021,Wind,INITIAL,284536.1,1117.8,1145.1,1143.0,1122.5,1108.0,1101.1,1110.7,1119.4,1125.7,1125.1,1142.4,1145.7,1162.1,1183.5,1186.2,1189.5,1193.2,1232.3,1275.2,1312.4,1374.8,1419.8,1425.8,1433.9,1463.2,1509.4,1545.7,1585.8,1652.1,1757.7,1901.2,2055.4,2175.0,2277.0,2337.7,2409.8,2380.4,2275.9,2176.9,2098.0,2045.7,2053.4,2148.5,2300.3,2462.4,2547.7,2648.5,2732.8,2797.6,2844.1,2884.8,2926.3,3059.0,3146.7,3272.9,3381.6,3492.6,3569.3,3626.7,3684.9,3700.8,3764.7,3798.9,3763.7,3804.9,3791.5,3733.0,3678.7,3639.9,3751.8,3926.4,4148.5,4331.1,4550.2,4782.2,4871.7,4912.6,4963.5,5025.3,5141.7,5188.3,5210.1,5204.5,5156.9,5167.1,5221.3,5259.3,5245.9,5211.7,5257.6,5200.1,5063.6,4988.2,5033.0,5001.4,4923.9
01-06-2021,Biomass,INITIAL,515.5,5.3,5.3,5.3,5.3,5.2,5.0,5.0,5.0,5.4,5.4,5.4,5.4,5.4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.1,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.4,5.4,5.4,5.4,5.5,5.4,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.6,5.5,5.5,5.4,5.3,5.7,5.7,5.6,5.5,5.5,5.5,5.6,5.6,5.4,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.5,5.5,5.4,5.4,5.4,5.5,5.5,5.5,5.4,5.4,5.4,5.7,5.5,5.4,5.4,5.4,5.4,5.4,5.4,5.0,5.0,5.0,5.0,5.0
01-06-2021,Coal,INITIAL,154858.3,1267.7,1249.0,1231.3,1226.8,1213.8,1200.9,1191.4,1192.3,1193.7,1192.5,1201.6,1216.2,1260.9,1306.6,1325.9,1337.9,1342.6,1362.6,1355.8,1331.0,1326.5,1295.5,1320.1,1323.3,1351.2,1432.8,1508.1,1572.8,1639.8,1665.5,1642.5,1643.8,1700.7,1739.0,1766.7,1768.1,1760.8,1735.3,1689.7,1645.7,1667.2,1667.2,1622.7,1611.5,1647.1,1711.1,1689.1,1702.2,1711.7,1653.5,1614.1,1588.4,1605.6,1600.3,1558.0,1548.4,1542.0,1531.9,1524.2,1512.8,1514.0,1501.2,1477.6,1471.7,1466.0,1465.4,1460.9,1446.2,1468.8,1553.3,1817.2,2054.6,2171.9,2183.6,2186.5,2122.4,2099.9,2016.9,1977.1,1950.6,1954.5,1939.3,1938.5,1945.4,1938.8,1898.9,1850.6,1828.9,1820.4,1853.0,1818.1,1798.9,1842.8,1990.2,2010.4,1986.4
01-06-2021,Gas,INITIAL,13077.4,116.3,115.0,115.5,115.8,116.1,116.5,116.1,116.0,114.8,115.0,115.0,114.4,114.6,114.0,115.0,114.9,115.9,115.2,115.9,133.6,159.0,151.3,155.6,145.6,130.8,126.8,127.8,128.3,131.1,132.4,134.1,134.4,133.9,133.0,131.7,132.1,131.9,130.9,136.3,135.3,138.5,150.9,150.9,145.6,138.0,136.7,138.3,137.6,138.5,140.2,142.2,140.6,142.8,141.8,140.6,134.7,135.4,141.2,147.9,145.9,140.2,135.7,136.3,142.6,146.4,143.0,147.7,145.7,139.4,137.7,130.1,134.2,147.5,155.5,152.8,155.2,157.2,156.4,156.6,157.2,146.9,146.3,148.6,150.5,149.1,149.3,148.5,140.1,139.6,138.7,139.1,138.1,139.0,137.9,136.8,135.7
01-06-2021,Gas-CC,INITIAL,169663.8,1068.4,1056.6,1054.1,1074.8,1060.3,1063.3,1053.7,1055.2,1076.6,1069.1,1059.8,1054.2,1070.2,1033.2,1066.3,1036.9,1088.9,1043.6,1089.0,1114.3,1167.1,1181.7,1212.2,1360.2,1618.1,1637.3,1670.7,1737.3,1751.9,1708.7,1701.0,1712.8,1808.8,1764.9,1729.7,1763.3,1701.1,1706.2,1714.0,1725.6,1781.9,1771.3,1770.5,1777.5,1806.5,1816.1,1833.0,1843.1,1818.9,1765.2,1779.1,1789.8,1811.7,1805.3,1776.9,1786.1,1753.5,1763.6,1748.3,1777.3,1763.6,1726.7,1768.8,1804.2,1838.8,1902.0,1990.9,2053.4,2180.7,2364.3,2520.0,2641.5,2663.8,2712.3,2685.2,2694.2,2682.3,2624.7,2623.8,2620.2,2614.4,2552.7,2538.0,2481.6,2457.6,2409.1,2394.7,2347.9,2245.1,2063.4,1945.5,1900.7,1756.8,1598.6,1533.2,1526.5
01-06-2021,Hydro,INITIAL,691.0,3.1,3.0,3.1,3.1,3.1,3.1,3.0,3.1,3.1,3.1,3.0,3.1,3.1,3.0,3.1,3.0,3.1,3.0,3.1,3.1,3.0,3.1,3.0,3.0,3.1,3.5,3.6,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,11.5,11.5,11.5,10.8,5.7,5.8,5.8,5.6,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.4,3.4,15.5,16.4,16.4,15.6,14.0,14.1,14.4,13.9,9.8,9.8,9.7,9.7,9.7,9.8,9.7,9.8,20.3,20.5,20.4,19.5,16.5,16.5,16.5,16.6,15.9,14.9,14.9,14.2,8.1,8.1,8.1,7.7,3.5,3.5,3.5,3.5
